,model,config,parameters,neg_mean_squared_error,neg_root_mean_squared_error,r2,explained_variance
391,RandomForestRegressor(),dim_5_budget_10000_conf_543,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.791259256740389,-3.101065246581109,0.6446161573690194,0.6509858350930688
392,DummyRegressor(),dim_5_budget_10000_conf_544,{'strategy': 'mean'},-52.669436987729306,-7.213664908679273,-0.011680203942580158,-8.881784197001253e-17
393,RandomForestRegressor(),dim_5_budget_10000_conf_544,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-22.88778293889999,-4.7243507276027,0.5669640783695238,0.5818583117181971
394,DummyRegressor(),dim_5_budget_10000_conf_6,{'strategy': 'mean'},-55.14277401568105,-7.365576602435783,-0.006459183880831531,2.2204460492503132e-17
395,RandomForestRegressor(),dim_5_budget_10000_conf_6,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-18.172558232583455,-4.150098299252434,0.6816441081059711,0.6912370097641485
396,DummyRegressor(),dim_5_budget_10000_conf_7,{'strategy': 'mean'},-27.394105241080695,-5.217611416675327,-0.006695782248141091,2.2204460492503132e-17
397,RandomForestRegressor(),dim_5_budget_10000_conf_7,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.623416273153246,-3.221195157150911,0.6065998062449838,0.6194587283403475
398,DummyRegressor(),dim_5_budget_10000_conf_8,{'strategy': 'mean'},-54.37588973292664,-7.322617604301551,-0.008476942037499047,0.0
399,RandomForestRegressor(),dim_5_budget_10000_conf_8,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-20.25696050510213,-4.386332738272382,0.6405809634296096,0.6501433609150704
400,DummyRegressor(),dim_5_budget_10000_conf_810,{'strategy': 'mean'},-16.153553888409704,-3.9804126190357065,-0.009656700636683713,2.2204460492503132e-17
401,RandomForestRegressor(),dim_5_budget_10000_conf_810,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-7.729374325114767,-2.7374221732939437,0.4911240629927402,0.5107742688627768
402,DummyRegressor(),dim_5_budget_10000_conf_811,{'strategy': 'mean'},-32.48360892035496,-5.6415982893343655,-0.015315423678005402,8.881784197001253e-17
403,RandomForestRegressor(),dim_5_budget_10000_conf_811,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-15.776714434709934,-3.8396817200163498,0.5256205274854112,0.5499879126480346
404,DummyRegressor(),dim_5_budget_10000_conf_812,{'strategy': 'mean'},-22.505929001086336,-4.533778428624546,-0.008821447645240088,-8.881784197001253e-17
405,RandomForestRegressor(),dim_5_budget_10000_conf_812,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.636815931506046,-3.2594404087981985,0.47897303673264197,0.4952275258672397
406,DummyRegressor(),dim_5_budget_10000_conf_813,{'strategy': 'mean'},-28.374831425146176,-5.310562565827378,-0.004831309441728715,2.2204460492503132e-17
407,RandomForestRegressor(),dim_5_budget_10000_conf_813,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.575148415509814,-3.1904042289946917,0.6320794329547785,0.6376460083458526
408,DummyRegressor(),dim_5_budget_10000_conf_814,{'strategy': 'mean'},-18.89105488084584,-4.305973283096253,-0.010676458679315904,0.0
409,RandomForestRegressor(),dim_5_budget_10000_conf_814,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-8.462095488723364,-2.836156673101311,0.5459989620510705,0.558670661341967
410,DummyRegressor(),dim_5_budget_10000_conf_815,{'strategy': 'mean'},-34.72733750566649,-5.828733046993255,-0.022272471980882624,-4.4408920985006264e-17
411,RandomForestRegressor(),dim_5_budget_10000_conf_815,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-14.916339865894864,-3.7350452297341112,0.5700969215008349,0.5952296624859654
412,DummyRegressor(),dim_5_budget_10000_conf_816,{'strategy': 'mean'},-17.2182873763412,-4.016944947514977,-0.021076650364524507,-8.881784197001253e-17
413,RandomForestRegressor(),dim_5_budget_10000_conf_816,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-8.266130261352949,-2.702881818603216,0.49919281043178304,0.5404299064878187
414,DummyRegressor(),dim_5_budget_10000_conf_817,{'strategy': 'mean'},-30.9289160995882,-5.506969330718233,-0.01325427512133941,-2.2204460492503132e-17
415,RandomForestRegressor(),dim_5_budget_10000_conf_817,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.491122455497429,-3.419404227700329,0.5959363240006983,0.614299421649114
416,DummyRegressor(),dim_5_budget_10000_conf_818,{'strategy': 'mean'},-14.298740172678265,-3.7578135433776523,-0.01175621226184691,-2.2204460492503132e-17
417,RandomForestRegressor(),dim_5_budget_10000_conf_818,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-6.552344051604618,-2.512449898679685,0.5100208318240758,0.5237161219261015
418,DummyRegressor(),dim_5_budget_10000_conf_9,{'strategy': 'mean'},-31.118839411496005,-5.549546796796347,-0.008839778018462141,-4.4408920985006264e-17
419,RandomForestRegressor(),dim_5_budget_10000_conf_9,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.478653501907605,-3.0195315715509814,0.690601248125358,0.699122805090939
420,DummyRegressor(),dim_5_budget_2000_conf_0,{'strategy': 'mean'},-85.51416197573332,-9.123984365450719,-0.01361699577851332,2.2204460492503132e-17
421,RandomForestRegressor(),dim_5_budget_2000_conf_0,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-30.93826691835327,-5.294400975191773,0.6537129568664884,0.6735955996446604
422,DummyRegressor(),dim_5_budget_2000_conf_1,{'strategy': 'mean'},-40.49737504246101,-6.329328418611675,-0.007443462168713566,4.4408920985006264e-17
423,RandomForestRegressor(),dim_5_budget_2000_conf_1,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.158698869029433,-3.4257539521119056,0.6980204332522677,0.7090735576011302
424,DummyRegressor(),dim_5_budget_2000_conf_10,{'strategy': 'mean'},-50.37375448130791,-7.03874667122418,-0.004392839353783184,-4.4408920985006264e-17
425,RandomForestRegressor(),dim_5_budget_2000_conf_10,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-21.61305503727006,-4.6348993911749385,0.5444532056913879,0.5575847219513973
426,DummyRegressor(),dim_5_budget_2000_conf_1080,{'strategy': 'mean'},-12.955696507446302,-3.56009945467092,-0.007116047162627037,2.2204460492503132e-17
427,RandomForestRegressor(),dim_5_budget_2000_conf_1080,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-4.706367450927132,-2.1328965419172077,0.6347681734718259,0.6452752652898808
428,DummyRegressor(),dim_5_budget_2000_conf_1081,{'strategy': 'mean'},-38.60314005566073,-6.008554732796091,-0.02048423640618089,2.2204460492503132e-17
429,RandomForestRegressor(),dim_5_budget_2000_conf_1081,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-23.642238282452105,-4.4887578463269335,0.44421962058347775,0.4784588159804125
430,DummyRegressor(),dim_5_budget_2000_conf_11,{'strategy': 'mean'},-40.8191104617985,-6.3263352791801,-0.006298113318830056,0.0
431,RandomForestRegressor(),dim_5_budget_2000_conf_11,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-14.50576987078784,-3.7142655124901447,0.6286064933716519,0.6372477546691236
432,DummyRegressor(),dim_5_budget_2000_conf_12,{'strategy': 'mean'},-53.954913530745976,-7.296420405276218,-0.006670585408419827,-4.4408920985006264e-17
433,RandomForestRegressor(),dim_5_budget_2000_conf_12,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-20.661400151973332,-4.441918412302529,0.6155126272127738,0.6277977924065088
434,DummyRegressor(),dim_5_budget_2000_conf_13,{'strategy': 'mean'},-41.43643683228048,-6.398096774105841,-0.006876157762375712,-4.4408920985006264e-17
435,RandomForestRegressor(),dim_5_budget_2000_conf_13,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.814187877263848,-3.5210101455064136,0.6901518100510966,0.6976107005777891
436,DummyRegressor(),dim_5_budget_2000_conf_1350,{'strategy': 'mean'},-10.111137097070813,-3.1288351545254947,-0.019421200417690354,4.4408920985006264e-17
437,RandomForestRegressor(),dim_5_budget_2000_conf_1350,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-5.438301260428348,-2.291734579973714,0.4203418462110441,0.45796189732427345
438,DummyRegressor(),dim_5_budget_2000_conf_14,{'strategy': 'mean'},-57.62404070436817,-7.576747061590936,-0.004182259694973567,8.881784197001253e-17
439,RandomForestRegressor(),dim_5_budget_2000_conf_14,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-22.80289256541781,-4.666543492047336,0.6067533746994721,0.6143788600571037
440,DummyRegressor(),dim_5_budget_2000_conf_15,{'strategy': 'mean'},-34.69761576157735,-5.835030045016717,-0.018246790107883194,2.2204460492503132e-17
441,RandomForestRegressor(),dim_5_budget_2000_conf_15,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-10.931561826575958,-3.280185124190963,0.64864105234081,0.6668377638764638
442,DummyRegressor(),dim_5_budget_2000_conf_16,{'strategy': 'mean'},-53.05718182167554,-7.250212408853779,-0.002711869103717346,-1.3322676295501878e-16
443,RandomForestRegressor(),dim_5_budget_2000_conf_16,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-22.134053406513882,-4.691767278587655,0.5626680423360444,0.5695246906863021
444,DummyRegressor(),dim_5_budget_2000_conf_17,{'strategy': 'mean'},-39.304653027103804,-6.261753587880451,-0.0038539423722427912,4.4408920985006264e-17
445,RandomForestRegressor(),dim_5_budget_2000_conf_17,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.843863717833491,-3.5308380778745736,0.6672925786656349,0.6716725542197408
446,DummyRegressor(),dim_5_budget_2000_conf_18,{'strategy': 'mean'},-53.07279462111474,-7.190918757190012,-0.011342834175402406,8.881784197001253e-17
447,RandomForestRegressor(),dim_5_budget_2000_conf_18,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-23.632408713443674,-4.837095240142525,0.5086904068569928,0.5271411528359411
448,DummyRegressor(),dim_5_budget_2000_conf_19,{'strategy': 'mean'},-41.6163356082879,-6.369976948709133,-0.022460758192711826,-8.881784197001253e-17
449,RandomForestRegressor(),dim_5_budget_2000_conf_19,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-15.027288461209576,-3.806154709508842,0.6253378654268993,0.6515580510526057
450,DummyRegressor(),dim_5_budget_2000_conf_2,{'strategy': 'mean'},-65.1417039973925,-8.026283655522343,-0.013131577368086988,6.661338147750939e-17
451,RandomForestRegressor(),dim_5_budget_2000_conf_2,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-21.85281141323611,-4.601457768891409,0.6656559185580552,0.6783763587216376
452,DummyRegressor(),dim_5_budget_2000_conf_270,{'strategy': 'mean'},-70.78082488560234,-8.278209507040081,-0.02727503713825108,8.881784197001253e-17
453,RandomForestRegressor(),dim_5_budget_2000_conf_270,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-28.232536642326682,-5.1873826021538125,0.5898420490397098,0.6268316835627019
454,DummyRegressor(),dim_5_budget_2000_conf_271,{'strategy': 'mean'},-40.98521488657948,-6.3410967726432,-0.012001380034980969,-8.881784197001253e-17
455,RandomForestRegressor(),dim_5_budget_2000_conf_271,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.46998255135591,-3.5147968430452394,0.6743095985262121,0.6877117783434831
456,DummyRegressor(),dim_5_budget_2000_conf_272,{'strategy': 'mean'},-61.02235740554663,-7.784569881326685,-0.0067078872156618894,-8.881784197001253e-17
457,RandomForestRegressor(),dim_5_budget_2000_conf_272,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-18.367026142317762,-4.248686785045839,0.690489281442549,0.6952393128063731
458,DummyRegressor(),dim_5_budget_2000_conf_3,{'strategy': 'mean'},-43.099697075386736,-6.548532739713633,-0.004246450032911975,8.881784197001253e-17
459,RandomForestRegressor(),dim_5_budget_2000_conf_3,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-11.54139216125446,-3.3673313220756014,0.7210688197125027,0.7272450432808245
460,DummyRegressor(),dim_5_budget_2000_conf_4,{'strategy': 'mean'},-72.03334782625832,-8.39259609027915,-0.012538301122705953,0.0
461,RandomForestRegressor(),dim_5_budget_2000_conf_4,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-25.05584653929321,-4.925738096405182,0.6440993713981404,0.6580320403016472
462,DummyRegressor(),dim_5_budget_2000_conf_5,{'strategy': 'mean'},-39.15801153675473,-6.2442764972035985,-0.009180474784940306,-2.2204460492503132e-17
463,RandomForestRegressor(),dim_5_budget_2000_conf_5,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.253487152083707,-3.4421390398255176,0.6875614098361899,0.6973428707225164
464,DummyRegressor(),dim_5_budget_2000_conf_540,{'strategy': 'mean'},-61.33683552658264,-7.750618154872827,-0.014467430280325067,0.0
465,RandomForestRegressor(),dim_5_budget_2000_conf_540,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-23.10662377697575,-4.65951162954871,0.6308755364281287,0.648562846803179
466,DummyRegressor(),dim_5_budget_2000_conf_541,{'strategy': 'mean'},-41.11147813067479,-6.376116949784085,-0.0076746115743308255,0.0
467,RandomForestRegressor(),dim_5_budget_2000_conf_541,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-16.20948864887065,-3.935948371596001,0.6059813644430642,0.6203433882723991
468,DummyRegressor(),dim_5_budget_2000_conf_542,{'strategy': 'mean'},-59.51947531638099,-7.6955961503391865,-0.003027938069405112,-6.661338147750939e-17
469,RandomForestRegressor(),dim_5_budget_2000_conf_542,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-17.70952840267959,-4.137640037915578,0.7012303261200724,0.7052804719791664
470,DummyRegressor(),dim_5_budget_2000_conf_543,{'strategy': 'mean'},-39.78833489661066,-6.291925681048271,-0.005128361518038682,0.0
471,RandomForestRegressor(),dim_5_budget_2000_conf_543,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-13.874812471144761,-3.701384446909148,0.6470613249109325,0.6537785962884907
472,DummyRegressor(),dim_5_budget_2000_conf_544,{'strategy': 'mean'},-77.84377292625986,-8.744020717797117,-0.00848120005151407,2.2204460492503132e-17
473,RandomForestRegressor(),dim_5_budget_2000_conf_544,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-33.8099910232825,-5.635928771463418,0.5846466331606022,0.5963459704572608
474,DummyRegressor(),dim_5_budget_2000_conf_6,{'strategy': 'mean'},-88.16860225865614,-9.310140953944376,-0.007714684809467709,-6.661338147750939e-17
475,RandomForestRegressor(),dim_5_budget_2000_conf_6,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-28.37401407178107,-5.148763919450434,0.6885547785234082,0.6987723579738988
476,DummyRegressor(),dim_5_budget_2000_conf_7,{'strategy': 'mean'},-37.115054491260594,-6.0784498578650155,-0.002777359539757107,1.3322676295501878e-16
477,RandomForestRegressor(),dim_5_budget_2000_conf_7,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.977260282292203,-3.584793663406278,0.6352562359272527,0.6419582303545235
478,DummyRegressor(),dim_5_budget_2000_conf_8,{'strategy': 'mean'},-80.49335830104033,-8.91430085473733,-0.005523644487506063,0.0
479,RandomForestRegressor(),dim_5_budget_2000_conf_8,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-30.61974749429644,-5.361597944052162,0.6341809616998122,0.641155863213138
480,DummyRegressor(),dim_5_budget_2000_conf_810,{'strategy': 'mean'},-16.544427111862042,-4.032450224497293,-0.007846111405072432,2.2204460492503132e-17
481,RandomForestRegressor(),dim_5_budget_2000_conf_810,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-7.832671976836645,-2.7719049786024548,0.49971721818636833,0.5130804249431467
482,DummyRegressor(),dim_5_budget_2000_conf_811,{'strategy': 'mean'},-50.915346698881535,-7.055027365130975,-0.017039445656686737,2.2204460492503132e-17
483,RandomForestRegressor(),dim_5_budget_2000_conf_811,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-22.53317384102421,-4.580358019933764,0.568319016550412,0.5921771333330279
484,DummyRegressor(),dim_5_budget_2000_conf_812,{'strategy': 'mean'},-24.286232051724717,-4.75393583454637,-0.010553395207112671,4.4408920985006264e-17
485,RandomForestRegressor(),dim_5_budget_2000_conf_812,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-14.504927364002475,-3.615869508034156,0.41525915385119916,0.4314773501418501
486,DummyRegressor(),dim_5_budget_2000_conf_813,{'strategy': 'mean'},-43.05272226467649,-6.518913244529886,-0.014241853017722229,0.0
487,RandomForestRegressor(),dim_5_budget_2000_conf_813,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-15.355152373886114,-3.8210853556922117,0.6544556669303481,0.6665929346132957
488,DummyRegressor(),dim_5_budget_2000_conf_814,{'strategy': 'mean'},-19.19611196513679,-4.340662343246317,-0.010266536132842763,0.0
489,RandomForestRegressor(),dim_5_budget_2000_conf_814,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-8.336495264104558,-2.827192639863951,0.5562517423760207,0.5668301630691042
490,DummyRegressor(),dim_5_budget_2000_conf_815,{'strategy': 'mean'},-792.7091728372072,-20.778690549040654,-0.37273396391296704,0.0
491,RandomForestRegressor(),dim_5_budget_2000_conf_815,"{'criterion': 'absolute_error', 'max_depth': 4, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 500, 'random_state': 42}",-784.7527589038862,-20.965500247781982,-0.47178800648655705,-0.29247462275593167
492,DummyRegressor(),dim_5_budget_2000_conf_816,{'strategy': 'mean'},-19.086515010409677,-4.253712168626466,-0.02832698848854136,-2.2204460492503132e-17
493,RandomForestRegressor(),dim_5_budget_2000_conf_816,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-10.744284952445595,-3.1468215321222486,0.4115037734794069,0.45404666738378996
494,DummyRegressor(),dim_5_budget_2000_conf_817,{'strategy': 'mean'},-124.98185288610235,-10.239226775000109,-0.0878195921616431,4.4408920985006264e-17
495,RandomForestRegressor(),dim_5_budget_2000_conf_817,"{'criterion': 'absolute_error', 'max_depth': 4, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-114.7437240874264,-9.498740249422557,0.11741879185447479,0.16863904223252746
496,DummyRegressor(),dim_5_budget_2000_conf_818,{'strategy': 'mean'},-14.335532290245215,-3.764993234637064,-0.010748836514162008,6.661338147750939e-17
497,RandomForestRegressor(),dim_5_budget_2000_conf_818,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-6.535475531311849,-2.509604305638382,0.5133822557019789,0.5251808180851982
498,DummyRegressor(),dim_5_budget_2000_conf_9,{'strategy': 'mean'},-42.35568334791242,-6.495533377050693,-0.007938183809424926,-8.881784197001253e-17
499,RandomForestRegressor(),dim_5_budget_2000_conf_9,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-12.200088828770799,-3.474947884602147,0.7043494872278803,0.711696972420671
500,DummyRegressor(),dim_5_budget_50000_conf_0,{'strategy': 'mean'},-34.344195266956056,-5.803901527224947,-0.005293865711019441,0.0
501,RandomForestRegressor(),dim_5_budget_50000_conf_0,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-13.79347854687162,-3.602460136937483,0.611046747665304,0.6205269242302478
502,DummyRegressor(),dim_5_budget_50000_conf_1,{'strategy': 'mean'},-26.061419504895532,-5.042975536647695,-0.018011924356442145,0.0
503,RandomForestRegressor(),dim_5_budget_50000_conf_1,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-9.843522463751935,-3.057197927506758,0.6193553567501293,0.6479087897398155
504,DummyRegressor(),dim_5_budget_50000_conf_10,{'strategy': 'mean'},-11.69738655621582,-3.4172536024471327,-0.0015034284309018986,-8.881784197001253e-17
505,RandomForestRegressor(),dim_5_budget_50000_conf_10,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-5.434703202585946,-2.2557526474234177,0.5340337857939467,0.5420994255122732
506,DummyRegressor(),dim_5_budget_50000_conf_1080,{'strategy': 'mean'},-1.4344345804191743,-1.1398975216432703,-0.039209603727192864,-6.661338147750939e-17
507,RandomForestRegressor(),dim_5_budget_50000_conf_1080,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42}",-1.148399977347148,-1.0135808937158215,0.1452347757238857,0.21126502082228465
508,DummyRegressor(),dim_5_budget_50000_conf_1081,{'strategy': 'mean'},-12.912594351467003,-3.571207826975288,-0.005337667734062901,-4.4408920985006264e-17
509,RandomForestRegressor(),dim_5_budget_50000_conf_1081,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-6.633056902777289,-2.487918841370663,0.4930697835347263,0.5025801359216342
510,DummyRegressor(),dim_5_budget_50000_conf_11,{'strategy': 'mean'},-14.65389977402344,-3.781607876995982,-0.011956979084657027,8.881784197001253e-17
511,RandomForestRegressor(),dim_5_budget_50000_conf_11,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-5.2830683452214675,-2.272524063133519,0.5914066422717291,0.6082375263701278
512,DummyRegressor(),dim_5_budget_50000_conf_12,{'strategy': 'mean'},-11.26744196898019,-3.3187721906877834,-0.006886357225525552,8.881784197001253e-17
513,RandomForestRegressor(),dim_5_budget_50000_conf_12,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-4.311050443959424,-2.0499433353651755,0.5746704143724823,0.591150031669587
514,DummyRegressor(),dim_5_budget_50000_conf_13,{'strategy': 'mean'},-13.083393399854,-3.595003992686253,-0.003831422578858934,2.2204460492503132e-17
515,RandomForestRegressor(),dim_5_budget_50000_conf_13,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-4.614318037099358,-2.12108343559478,0.6197389687858046,0.6258001071258925
516,DummyRegressor(),dim_5_budget_50000_conf_1350,{'strategy': 'mean'},-5.8761172216376245,-2.3985377997995583,-0.009909588989925666,-4.4408920985006264e-17
517,RandomForestRegressor(),dim_5_budget_50000_conf_1350,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-2.95603612668658,-1.69809074445693,0.4559026683052184,0.47107310642366984
518,DummyRegressor(),dim_5_budget_50000_conf_14,{'strategy': 'mean'},-11.023415388136009,-3.282025706497174,-0.003531153569088774,0.0
519,RandomForestRegressor(),dim_5_budget_50000_conf_14,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-4.0822379397611686,-2.0198073718191303,0.5806479984766367,0.5927572206180978
520,DummyRegressor(),dim_5_budget_50000_conf_15,{'strategy': 'mean'},-12.970660820694553,-3.5671147511100587,-0.00842632930119116,6.661338147750939e-17
521,RandomForestRegressor(),dim_5_budget_50000_conf_15,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-4.2678178011643,-2.0461681454314853,0.6159500903401595,0.6307193273415377
