,model,config,parameters,neg_mean_squared_error,neg_root_mean_squared_error,r2,explained_variance
129,RandomForestRegressor(),dim_30_budget_2000_conf_810,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-77301487.80945697,-8312.275948908098,0.6913174234017602,0.6933708743323376
130,DummyRegressor(),dim_30_budget_10000_conf_812,{'strategy': 'mean'},-90170.63390889743,-295.4101489286966,-0.006450058615058829,0.0
131,RandomForestRegressor(),dim_30_budget_10000_conf_812,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-28412.779257965496,-165.86319830372454,0.6822411270421896,0.6952475518055834
132,DummyRegressor(),dim_30_budget_2000_conf_811,{'strategy': 'mean'},-49070015.34288335,-6878.833808759618,-0.004935417946314402,4.4408920985006264e-17
133,RandomForestRegressor(),dim_30_budget_2000_conf_811,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-19348719.44358186,-4261.670884736611,0.6041241769786673,0.6079188162595471
134,DummyRegressor(),dim_30_budget_10000_conf_813,{'strategy': 'mean'},-71692.16042144931,-261.89183323634995,-0.0027556365201466537,-4.4408920985006264e-17
135,RandomForestRegressor(),dim_30_budget_10000_conf_813,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-34385.131158275835,-174.1659842125103,0.5463657729182015,0.5471081983688458
136,DummyRegressor(),dim_30_budget_2000_conf_812,{'strategy': 'mean'},-238237888.4933777,-15309.489027197353,-0.0022862739826669197,6.661338147750939e-17
137,RandomForestRegressor(),dim_30_budget_2000_conf_812,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-67894674.4024152,-7884.391848657741,0.7362391036979752,0.7415415536646262
138,DummyRegressor(),dim_30_budget_10000_conf_814,{'strategy': 'mean'},-93398.3149213515,-303.2712297603601,-0.0030621057460333834,0.0
139,RandomForestRegressor(),dim_30_budget_10000_conf_814,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-31303.009557404643,-173.84475127766572,0.668664248464578,0.6759770887913303
140,DummyRegressor(),dim_30_budget_2000_conf_1,{'strategy': 'mean'},-146386740.60414863,-11943.4209575272,-0.006170783782907874,-8.881784197001253e-17
141,RandomForestRegressor(),dim_30_budget_2000_conf_1,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 500, 'random_state': 42}",-34866698.28277607,-5697.359916035357,0.7438217168216485,0.746852394317783
142,DummyRegressor(),dim_30_budget_2000_conf_814,{'strategy': 'mean'},-245867818.01264638,-15475.384104649525,-0.0035540791730081177,1.3322676295501878e-16
143,RandomForestRegressor(),dim_30_budget_2000_conf_814,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-77482791.7502548,-8448.210215502035,0.686182138600265,0.6889690785953493
144,DummyRegressor(),dim_30_budget_2000_conf_10,{'strategy': 'mean'},-48836439.40031485,-6885.697382611838,-0.004878821413494628,-1.3322676295501878e-16
145,RandomForestRegressor(),dim_30_budget_2000_conf_10,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-14988052.078898901,-3730.9386348863845,0.6905337706082648,0.6945900189207059
146,DummyRegressor(),dim_30_budget_2000_conf_815,{'strategy': 'mean'},-41502191.31815506,-6345.654983578557,-0.005023796702326511,-4.4408920985006264e-17
147,RandomForestRegressor(),dim_30_budget_2000_conf_815,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-14001427.792402023,-3616.766372360142,0.6737359178597803,0.6782135477613048
148,DummyRegressor(),dim_30_budget_2000_conf_1080,{'strategy': 'mean'},-23699576.030211564,-4796.921881930802,-0.005051706986067472,0.0
149,RandomForestRegressor(),dim_30_budget_2000_conf_1080,"{'criterion': 'absolute_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-7695234.212246659,-2631.2736059660815,0.6940389692654433,0.698857712112111
150,DummyRegressor(),dim_30_budget_2000_conf_817,{'strategy': 'mean'},-40201155.1505717,-6290.6496071997735,-0.0026932638681371746,6.661338147750939e-17
151,RandomForestRegressor(),dim_30_budget_2000_conf_817,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-13796386.096319232,-3570.5651656980976,0.6662130054110385,0.6686639665521407
152,DummyRegressor(),dim_30_budget_50000_conf_0,{'strategy': 'mean'},-5061.1201367607455,-70.88247105988668,-0.0024354301170136593,2.2204460492503132e-17
153,RandomForestRegressor(),dim_30_budget_50000_conf_0,"{'criterion': 'absolute_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1962.0761544036409,-42.056638584419204,0.6410187210626009,0.6519790789433817
154,DummyRegressor(),dim_30_budget_50000_conf_1,{'strategy': 'mean'},-3251.046198041179,-56.640888654785115,-0.0024228323474254853,0.0
155,RandomForestRegressor(),dim_30_budget_50000_conf_1,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1416.6209892232196,-37.32195123718154,0.5496704433888449,0.5593848642892805
156,DummyRegressor(),dim_30_budget_50000_conf_10,{'strategy': 'mean'},-4992.7513426802825,-70.39533187158206,-0.0023020171797484947,0.0
157,RandomForestRegressor(),dim_30_budget_50000_conf_10,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1959.8210317703306,-42.878171252918875,0.6273019215507748,0.6315396031139089
158,DummyRegressor(),dim_30_budget_50000_conf_1080,{'strategy': 'mean'},-380.082222993129,-19.442175600688063,-0.0015480543926867263,-8.881784197001253e-17
159,RandomForestRegressor(),dim_30_budget_50000_conf_1080,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-157.00552195724669,-12.234725782583848,0.5908647228326634,0.5961406863769034
160,DummyRegressor(),dim_30_budget_50000_conf_1081,{'strategy': 'mean'},-1769.890127369469,-41.94042434759293,-0.0016020464588704987,-4.4408920985006264e-17
161,RandomForestRegressor(),dim_30_budget_50000_conf_1081,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-801.6032675699313,-27.54362618190994,0.5630679994201613,0.5684762436352737
162,DummyRegressor(),dim_30_budget_50000_conf_11,{'strategy': 'mean'},-2772.456728181408,-52.458472205703,-0.0011132071205246508,6.661338147750939e-17
163,RandomForestRegressor(),dim_30_budget_50000_conf_11,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-978.4024634743218,-30.914542753852743,0.6440677440893803,0.649455718876432
164,DummyRegressor(),dim_30_budget_50000_conf_12,{'strategy': 'mean'},-4779.413873804229,-68.84266524599137,-0.002409988587688394,-8.881784197001253e-17
165,RandomForestRegressor(),dim_30_budget_50000_conf_12,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1743.7352899367936,-40.348579245597605,0.6504231601115228,0.6555226924616455
166,DummyRegressor(),dim_30_budget_50000_conf_13,{'strategy': 'mean'},-2943.256068138191,-53.984045305926315,-0.002150476182704741,2.2204460492503132e-17
167,RandomForestRegressor(),dim_30_budget_50000_conf_13,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-889.5250030363071,-29.276030831013465,0.6862279537894949,0.6919182245861257
168,DummyRegressor(),dim_30_budget_50000_conf_1350,{'strategy': 'mean'},-401.3860908532532,-20.01571199555774,-0.0015020169462454992,-8.881784197001253e-17
169,RandomForestRegressor(),dim_30_budget_50000_conf_1350,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-159.90492573965017,-12.45895937552954,0.5941815970170576,0.5971153745935311
170,DummyRegressor(),dim_30_budget_50000_conf_14,{'strategy': 'mean'},-4000.316402335683,-63.04948488137334,-0.0012384572337099443,-4.4408920985006264e-17
171,RandomForestRegressor(),dim_30_budget_50000_conf_14,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1337.0464901685446,-35.48560941333716,0.6778713759749474,0.6823910206772649
172,DummyRegressor(),dim_30_budget_50000_conf_15,{'strategy': 'mean'},-2952.3397635947126,-54.179580870214615,-0.0008087463662405092,-4.4408920985006264e-17
173,RandomForestRegressor(),dim_30_budget_50000_conf_15,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-813.7915346983499,-28.104297518782165,0.7210360368942185,0.7271753407384074
174,DummyRegressor(),dim_30_budget_50000_conf_16,{'strategy': 'mean'},-4981.338116091998,-70.4786888514592,-0.0006270280925808169,-1.3322676295501878e-16
175,RandomForestRegressor(),dim_30_budget_50000_conf_16,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1900.9765712793328,-42.9397821965033,0.616878545854855,0.6207839342237647
176,DummyRegressor(),dim_30_budget_50000_conf_17,{'strategy': 'mean'},-3265.6694116414683,-56.91086861730745,-0.0009799244712264787,-1.1102230246251565e-16
177,RandomForestRegressor(),dim_30_budget_50000_conf_17,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-980.97706276855,-31.102960128149714,0.6852459946217189,0.6914921761706807
178,DummyRegressor(),dim_30_budget_50000_conf_18,{'strategy': 'mean'},-5345.669613583452,-72.73332010364474,-0.00237841756499213,6.661338147750939e-17
179,RandomForestRegressor(),dim_30_budget_50000_conf_18,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-2241.899528931029,-45.74076750152146,0.5907599412375005,0.6037308030542651
180,DummyRegressor(),dim_30_budget_50000_conf_19,{'strategy': 'mean'},-2746.365841779899,-52.31118413689999,-0.0008308154626113229,8.881784197001253e-17
181,RandomForestRegressor(),dim_30_budget_50000_conf_19,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-900.6842873933459,-29.39381565691712,0.6644429670404144,0.6670488275255437
182,DummyRegressor(),dim_30_budget_50000_conf_2,{'strategy': 'mean'},-5969.492769877838,-76.4928162591989,-0.00437227786307628,-2.2204460492503132e-17
183,RandomForestRegressor(),dim_30_budget_50000_conf_2,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-2506.31120041335,-49.10135412235111,0.5712783476488903,0.5874098565449171
184,DummyRegressor(),dim_30_budget_50000_conf_270,{'strategy': 'mean'},-4597.776957727272,-67.68862487580188,-0.0011113106200126399,1.3322676295501878e-16
185,RandomForestRegressor(),dim_30_budget_50000_conf_270,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-1917.1357448358806,-42.71825748583098,0.5823462961525335,0.5851653988512837
186,DummyRegressor(),dim_30_budget_50000_conf_271,{'strategy': 'mean'},-2982.555714422661,-54.26492588906116,-0.002138728503609899,0.0
187,RandomForestRegressor(),dim_30_budget_50000_conf_271,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1022.4040577256798,-31.57007845369384,0.6351441248415811,0.6407171885810512
188,DummyRegressor(),dim_30_budget_50000_conf_272,{'strategy': 'mean'},-4887.231042584741,-69.65856804185758,-0.002067318017639197,-4.4408920985006264e-17
189,RandomForestRegressor(),dim_30_budget_50000_conf_272,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1762.0264617529199,-40.37665573724963,0.6587275431109807,0.6614637558791325
190,DummyRegressor(),dim_30_budget_50000_conf_3,{'strategy': 'mean'},-3199.5716508861647,-56.44016157035152,-0.0008717525033132834,-4.4408920985006264e-17
191,RandomForestRegressor(),dim_30_budget_50000_conf_3,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-897.9737165041428,-29.630989001308524,0.7220661814010049,0.7259546409627365
192,DummyRegressor(),dim_30_budget_50000_conf_4,{'strategy': 'mean'},-4508.710932589383,-67.08712746286457,-0.0002789921851317878,-4.4408920985006264e-17
193,RandomForestRegressor(),dim_30_budget_50000_conf_4,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1442.5950305606214,-37.425975056487836,0.6737300397527749,0.6780463986111263
194,DummyRegressor(),dim_30_budget_50000_conf_5,{'strategy': 'mean'},-2792.8720809210545,-52.79961183967738,-0.000726266703499201,-2.2204460492503132e-17
195,RandomForestRegressor(),dim_30_budget_50000_conf_5,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-748.3321950543373,-26.661025595646482,0.7297677531195434,0.7347316852964865
196,DummyRegressor(),dim_30_budget_50000_conf_540,{'strategy': 'mean'},-4365.323730198714,-65.92090884555209,-0.0009826621101875598,-4.4408920985006264e-17
197,RandomForestRegressor(),dim_30_budget_50000_conf_540,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-1788.1547832727235,-40.73124559862735,0.5971760642682457,0.608591737198376
198,DummyRegressor(),dim_30_budget_50000_conf_541,{'strategy': 'mean'},-3244.5692977862464,-56.84014388584607,-0.0003743643072808389,-6.661338147750939e-17
199,RandomForestRegressor(),dim_30_budget_50000_conf_541,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-1018.7333118615148,-31.44524705751669,0.6708790614926501,0.6737527826761348
200,DummyRegressor(),dim_30_budget_50000_conf_542,{'strategy': 'mean'},-4565.145632261795,-67.47925079986416,-0.0017870875560909826,-8.881784197001253e-17
201,RandomForestRegressor(),dim_30_budget_50000_conf_542,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1500.48474684574,-37.76530816184389,0.6792197916885214,0.6843796544997355
202,DummyRegressor(),dim_30_budget_50000_conf_543,{'strategy': 'mean'},-3133.12882637244,-55.881918164929935,-0.0015114538809435807,-4.4408920985006264e-17
203,RandomForestRegressor(),dim_30_budget_50000_conf_543,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-869.319729159484,-28.896190049250187,0.7257177045252792,0.7295307852326047
204,DummyRegressor(),dim_30_budget_50000_conf_544,{'strategy': 'mean'},-4555.897468908313,-67.18120087428636,-0.0021020346376134035,0.0
205,RandomForestRegressor(),dim_30_budget_50000_conf_544,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1636.9561180281014,-39.26834993701462,0.6520281104239316,0.6581183798953852
206,DummyRegressor(),dim_30_budget_50000_conf_6,{'strategy': 'mean'},-4840.549931767385,-69.44494047410653,-0.0012603582927854795,0.0
207,RandomForestRegressor(),dim_30_budget_50000_conf_6,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1564.0421639550073,-38.7866198838064,0.6844113206836111,0.6885909558144829
208,DummyRegressor(),dim_30_budget_50000_conf_7,{'strategy': 'mean'},-3414.0868162751744,-58.262685220690855,-0.001214359583660185,6.661338147750939e-17
209,RandomForestRegressor(),dim_30_budget_50000_conf_7,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1017.4668587072558,-31.191846354803282,0.693171439192892,0.6969751822371838
210,DummyRegressor(),dim_30_budget_50000_conf_8,{'strategy': 'mean'},-4394.21669406076,-66.10741461421085,-0.0010740704401348555,2.2204460492503132e-17
211,RandomForestRegressor(),dim_30_budget_50000_conf_8,"{'criterion': 'absolute_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-1762.8687348910905,-41.42555412015495,0.5975545613462859,0.6117978325243769
212,DummyRegressor(),dim_30_budget_50000_conf_810,{'strategy': 'mean'},-561.1506787786918,-23.663928403223878,-0.0007282204635414846,-8.881784197001253e-17
213,RandomForestRegressor(),dim_30_budget_50000_conf_810,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-214.6676515191829,-14.28064885999132,0.614465308205783,0.6180627973162148
214,DummyRegressor(),dim_30_budget_50000_conf_811,{'strategy': 'mean'},-2353.1020160821413,-48.38708992012453,-0.001181346130409011,0.0
215,RandomForestRegressor(),dim_30_budget_50000_conf_811,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1038.104439961659,-31.163310802568883,0.5783301575044496,0.5813079592071909
216,DummyRegressor(),dim_30_budget_50000_conf_812,{'strategy': 'mean'},-583.1747190573763,-24.07266550494121,-0.002967147424053085,0.0
217,RandomForestRegressor(),dim_30_budget_50000_conf_812,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-200.04012259158281,-13.997962110598124,0.6468971158859859,0.6533727047012221
218,DummyRegressor(),dim_30_budget_50000_conf_813,{'strategy': 'mean'},-4814.122463149668,-63.882993846655076,-0.019400550040197872,-4.4408920985006264e-17
219,RandomForestRegressor(),dim_30_budget_50000_conf_813,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-3738.2412776365054,-53.50794182338821,0.3293137763822078,0.36658705168283323
220,DummyRegressor(),dim_30_budget_50000_conf_814,{'strategy': 'mean'},-573.4383380849316,-23.90807081922942,-0.0016176839031397882,6.661338147750939e-17
221,RandomForestRegressor(),dim_30_budget_50000_conf_814,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-220.97197488313964,-14.66220983701775,0.6009946932258274,0.6077449071907072
222,DummyRegressor(),dim_30_budget_50000_conf_815,{'strategy': 'mean'},-2725.3249693367334,-52.051624940492786,-0.004593626426495323,-4.4408920985006264e-17
223,RandomForestRegressor(),dim_30_budget_50000_conf_815,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1389.4323671200007,-36.31003688290617,0.5059677172534442,0.5159659352038395
224,DummyRegressor(),dim_30_budget_50000_conf_816,{'strategy': 'mean'},-623.7398963558476,-24.96312847595004,-0.00037454743969140837,0.0
225,RandomForestRegressor(),dim_30_budget_50000_conf_816,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-192.0220599029605,-13.776056096701359,0.6872040512464987,0.6907065065530315
226,DummyRegressor(),dim_30_budget_50000_conf_817,{'strategy': 'mean'},-2654.2698740479286,-51.496260735960675,-0.0004962432690213348,4.4408920985006264e-17
227,RandomForestRegressor(),dim_30_budget_50000_conf_817,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1130.0088045771213,-33.202402576705644,0.5769667977698008,0.5821989112708242
228,DummyRegressor(),dim_30_budget_50000_conf_818,{'strategy': 'mean'},-620.3047483426674,-24.813541101573716,-0.004788005732014211,2.2204460492503132e-17
229,RandomForestRegressor(),dim_30_budget_50000_conf_818,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-235.91752899182765,-15.163307446864014,0.586550042945111,0.5988467924217411
230,DummyRegressor(),dim_30_budget_50000_conf_9,{'strategy': 'mean'},-2947.306013119948,-54.22435144707606,-3.105294560143967e-05,-1.7763568394002506e-16
231,RandomForestRegressor(),dim_30_budget_50000_conf_9,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-957.8192898062878,-30.43430698644129,0.6663210642074271,0.6688089744163532
232,DummyRegressor(),dim_30_budget_5000_conf_0,{'strategy': 'mean'},-1223393.6523467666,-1091.8967455295942,-0.00354672223623127,-8.881784197001253e-17
233,RandomForestRegressor(),dim_30_budget_5000_conf_0,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-400720.95523879986,-611.7381399572455,0.6741382296845116,0.6772890096519498
234,DummyRegressor(),dim_30_budget_5000_conf_1,{'strategy': 'mean'},-2160659.4056299664,-1469.1257270288447,-9.077639835535223e-05,1.9984014443252818e-16
235,RandomForestRegressor(),dim_30_budget_5000_conf_1,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-687314.4828631264,-813.7203942168869,0.6822959799315079,0.6825321479196853
236,DummyRegressor(),dim_30_budget_5000_conf_10,{'strategy': 'mean'},-1262267.5765703558,-1116.8226010477,-0.00130404219366409,1.3322676295501878e-16
237,RandomForestRegressor(),dim_30_budget_5000_conf_10,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-387060.93452320184,-613.0122502702977,0.6862180152118762,0.6878292474587414
238,DummyRegressor(),dim_30_budget_5000_conf_1080,{'strategy': 'mean'},-562129.5323315237,-747.852364464042,-0.0006819437971574249,0.0
239,RandomForestRegressor(),dim_30_budget_5000_conf_1080,"{'criterion': 'absolute_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-182667.73996943765,-422.9865438645209,0.6742573727120859,0.6759686290051554
240,DummyRegressor(),dim_30_budget_5000_conf_1081,{'strategy': 'mean'},-740020.1076157063,-846.8486305820013,-0.00488414662411083,0.0
241,RandomForestRegressor(),dim_30_budget_5000_conf_1081,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-249832.29569211236,-487.51673387243864,0.66710183954601,0.6746650945305496
242,DummyRegressor(),dim_30_budget_5000_conf_11,{'strategy': 'mean'},-2347991.2586373156,-1517.7513634652178,-0.0031111085202716105,-8.881784197001253e-17
243,RandomForestRegressor(),dim_30_budget_5000_conf_11,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-802411.7134519179,-863.8930692315098,0.674235267525979,0.6792727218481428
244,DummyRegressor(),dim_30_budget_5000_conf_12,{'strategy': 'mean'},-1420427.226624672,-1190.0745446775254,-0.0004006451701533464,6.661338147750939e-17
245,RandomForestRegressor(),dim_30_budget_5000_conf_12,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-419333.0019645179,-625.3950960539007,0.7046397862941649,0.7052720720469409
246,DummyRegressor(),dim_30_budget_5000_conf_13,{'strategy': 'mean'},-2034251.1319607268,-1417.895981711531,-0.0016919045662279863,-4.4408920985006264e-17
247,RandomForestRegressor(),dim_30_budget_5000_conf_13,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",-629470.4506548967,-783.6636139044329,0.6902824096782424,0.6931749103895785
248,DummyRegressor(),dim_30_budget_5000_conf_1350,{'strategy': 'mean'},-2833885.850115477,-1681.4090721138127,-0.00038656518949893305,1.3322676295501878e-16
249,RandomForestRegressor(),dim_30_budget_5000_conf_1350,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-880263.0818366252,-928.8646944757799,0.6841312895326122,0.6854571939223916
250,DummyRegressor(),dim_30_budget_5000_conf_14,{'strategy': 'mean'},-1349039.0123120607,-1158.112654329981,-0.0009379701093938042,8.881784197001253e-17
251,RandomForestRegressor(),dim_30_budget_5000_conf_14,"{'criterion': 'squared_error', 'max_depth': 15, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-393021.85227692407,-626.2825389378006,0.7043292609460183,0.7050279135998105
252,DummyRegressor(),dim_30_budget_5000_conf_16,{'strategy': 'mean'},-1175751.9681359227,-1077.8976137542093,-0.00220322118098224,6.661338147750939e-17
253,RandomForestRegressor(),dim_30_budget_5000_conf_16,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-332405.3456394394,-573.1639268653402,0.7080439512033458,0.7088051485997859
254,DummyRegressor(),dim_30_budget_5000_conf_17,{'strategy': 'mean'},-1914886.8422290855,-1370.2860362698998,-0.0027269262411986793,0.0
255,RandomForestRegressor(),dim_30_budget_5000_conf_17,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-617594.7375985251,-779.8054084656004,0.6640320999226055,0.664649363107332
256,DummyRegressor(),dim_30_budget_5000_conf_18,{'strategy': 'mean'},-1244833.3312767947,-1102.6581598124303,-0.0034289114581790513,1.554312234475219e-16
257,RandomForestRegressor(),dim_30_budget_5000_conf_18,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-420790.2425558306,-638.4419761484374,0.6496559822963414,0.6535531215899651
258,DummyRegressor(),dim_30_budget_5000_conf_19,{'strategy': 'mean'},-1744780.2290851392,-1313.8304370304736,-0.0017594987764027793,-6.661338147750939e-17
259,RandomForestRegressor(),dim_30_budget_5000_conf_19,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-546018.4919271363,-727.9443068672874,0.682775175594774,0.6842335799457844
