"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","algid"
"215",5,7,1,50000,1.833652,0.729934,0.729934,1.833652,3.768882,1.833652,1.833652,1.833652,0.729934,1.833652,"conf_6"
"216",30,7,1,500,81.302242,60.131013,58.826683,72.978889,89.547546,75.027915,113.185594,99.089006,74.930766,103.623546,"conf_6"
"217",30,7,1,2000,29.119704,20.157214,22.360382,28.044404,36.342231,16.422637,14.356733,20.314324,14.735793,18.447336,"conf_6"
"218",30,7,1,5000,29.119704,20.157214,22.360382,28.044404,36.342231,16.422637,14.356733,20.314324,14.712477,18.447336,"conf_6"
"219",30,7,1,10000,29.119704,20.157214,22.360382,28.044404,36.342231,16.422637,14.356733,20.314324,14.712477,18.447336,"conf_6"
"220",30,7,1,50000,29.119704,20.157214,22.360382,28.044404,36.342231,16.422637,14.356733,20.314324,14.712477,18.447336,"conf_6"
"221",5,8,1,500,1.820725,4.611899,2.640963,4.49244,1.48555,4.654943,1.051966,0.60566,0.007841,4.374764,"conf_6"
"222",5,8,1,2000,0,0.043484,0,3.930839,0,3.930839,0,0,0,0.001918,"conf_6"
"223",5,8,1,5000,0,0,0,3.930839,0,3.930839,0,0,0,0,"conf_6"
"224",5,8,1,10000,0,0,0,3.930839,0,3.930839,0,0,0,0,"conf_6"
"225",5,8,1,50000,0,0,0,3.930839,0,3.930839,0,0,0,0,"conf_6"
"226",30,8,1,500,1361.561584,1091.638981,926.686716,1097.854439,804.142175,750.956704,1213.865991,917.869321,1146.183702,1249.766476,"conf_6"
"227",30,8,1,2000,69.386752,44.764512,111.906256,27.357348,86.740845,153.325733,37.826351,36.413246,108.499213,150.149631,"conf_6"
"228",30,8,1,5000,66.145408,28.666179,88.514212,24.199998,27.376565,75.29687,26.343366,26.674433,86.982219,27.395857,"conf_6"
"229",30,8,1,10000,0.180526,24.276211,78.376923,19.436323,22.666926,0.817165,21.812607,22.004864,78.918924,22.521798,"conf_6"
"230",30,8,1,50000,0,0.401372,0,0,0.003072,0,0.000355,1e-05,3.986624,0.000119,"conf_6"
"231",5,9,1,500,0.172558,0.680159,1.238162,0.190124,0.447865,0.351814,0.635756,0.845102,0.074893,0.951806,"conf_6"
"232",5,9,1,2000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"233",5,9,1,5000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"234",5,9,1,10000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"235",5,9,1,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"236",30,9,1,500,151.182633,283.61856,154.513942,119.016135,148.833408,149.934483,201.043935,191.449658,153.241367,136.317827,"conf_6"
"237",30,9,1,2000,24.334799,26.4137,27.243197,18.774324,26.574992,16.952652,22.820951,67.530859,30.101368,27.859296,"conf_6"
"238",30,9,1,5000,21.027723,23.59288,23.500403,16.234743,23.285238,14.805534,20.095077,23.173892,25.442595,24.559562,"conf_6"
"239",30,9,1,10000,17.093243,18.800948,19.063845,12.042337,18.689701,10.252659,15.511955,18.172832,20.894124,20.230816,"conf_6"
"240",30,9,1,50000,0,0,0,0,0,0,0,0,1e-06,0,"conf_6"
"241",5,1,3,500,0,2e-06,0,0,1e-06,0,0,0,0,0,"conf_6"
"242",5,1,3,2000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"243",5,1,3,5000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"244",5,1,3,10000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"245",5,1,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"246",30,1,3,500,9.002728,7.885121,10.636105,5.741902,5.735127,3.381854,3.817233,6.385716,6.263867,5.438754,"conf_6"
"247",30,1,3,2000,0.000748,0.000481,0.000262,0.000366,0.000225,0.000263,0.000117,0.000445,0.000249,0.000126,"conf_6"
"248",30,1,3,5000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"249",30,1,3,10000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"250",30,1,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"251",30,10,3,500,103690.817976,216985.090803,403659.634586,322689.296391,120706.502542,180053.302897,216801.206039,341316.967306,193767.037703,260856.126531,"conf_6"
"252",30,10,3,2000,18173.973277,36469.065165,29545.47341,25270.772432,20842.206664,15578.233794,14278.884758,45348.72387,15302.041429,21861.018651,"conf_6"
"253",30,10,3,5000,2065.852041,5292.164457,5097.494355,8446.465175,2699.891418,1382.377375,3198.053352,11263.471027,4032.871282,6016.369948,"conf_6"
"254",30,10,3,10000,622.535847,665.417754,1266.136044,780.299666,403.041767,527.61401,621.49221,1715.706418,540.649905,1357.371832,"conf_6"
"255",30,10,3,50000,0,0,0,0,0,0,0,0.006658,0,0.02834,"conf_6"
"256",5,10,3,500,32.035093,36.098482,17.272082,11.989958,81.126456,32.058326,39.725921,96.104081,49.403512,53.258267,"conf_6"
"257",5,10,3,2000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"258",5,10,3,5000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"259",5,10,3,10000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"260",5,10,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"261",30,11,3,500,191.82529,182.182132,187.529058,211.418453,185.809666,192.961525,197.684934,193.575396,208.22581,169.033448,"conf_6"
"262",30,11,3,2000,187.042066,179.258096,183.210144,206.97911,182.861722,187.049289,191.261352,189.455493,202.169893,165.931936,"conf_6"
"263",30,11,3,5000,120.312262,81.897312,76.472861,70.077002,83.982611,82.885448,59.443267,120.845066,86.105021,107.097913,"conf_6"
"264",30,11,3,10000,39.9583,27.623379,19.386541,18.913199,27.52987,11.360425,13.176629,45.490235,28.214151,41.468977,"conf_6"
"265",30,11,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"266",5,11,3,500,8.637984,7.666412,13.825709,11.001283,9.327361,14.335643,16.788457,8.120805,8.600386,10.967768,"conf_6"
"267",5,11,3,2000,0.053385,0.492172,0.265889,0.058353,0.50106,0.504279,0.012925,0.003441,0.551058,0.000698,"conf_6"
"268",5,11,3,5000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"269",5,11,3,10000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"270",5,11,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"271",5,12,3,500,6.42906,2.507315,1.563645,14.427797,2.547544,9.885829,0.115529,8.822292,3.993085,9.307378,"conf_6"
"272",5,12,3,2000,1.030141,0.590528,0.376641,1.797305,0.13358,2.58947,0.001012,2.457194,0.86001,2.180209,"conf_6"
"273",5,12,3,5000,1e-06,3e-06,3e-06,3.3e-05,0,0.000105,0,0.000175,2e-06,1.8e-05,"conf_6"
"274",5,12,3,10000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"275",5,12,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"276",30,12,3,500,9822542.081733,11843678.592035,9450891.865111,11441226.536264,15906295.107715,12891314.257186,14519968.725619,7029806.674011,13881132.335536,13134159.939953,"conf_6"
"277",30,12,3,2000,381.08843,604.858158,396.738796,498.465238,485.796288,1011.758627,1218.9944,220.212286,830.49508,262.115338,"conf_6"
"278",30,12,3,5000,0.398147,1.038527,20.940895,0.196666,5.355243,3.124462,0.004934,3.06391,5.402546,0.236163,"conf_6"
"279",30,12,3,10000,0.124026,0.38929,10.935907,0.06687,2.74179,1.319988,0.00213,1.160959,2.862825,0.044509,"conf_6"
"280",30,12,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"281",5,13,3,500,0.71133,6.299593,0.235099,4.657415,0.486318,2.231125,24.626763,3.33436,3.851942,2.109845,"conf_6"
"282",5,13,3,2000,0.005602,0.019309,0.204051,0.001416,0.407568,3.3e-05,8.740465,0.01543,3.822022,0.127575,"conf_6"
"283",5,13,3,5000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"284",5,13,3,10000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"285",5,13,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"286",30,13,3,500,683.014488,725.1655,827.609799,776.924904,794.825804,735.170665,843.193997,770.36035,808.354959,689.654041,"conf_6"
"287",30,13,3,2000,6.791149,17.131209,18.372331,18.397335,16.274958,19.672737,22.034836,14.681563,15.313759,12.731175,"conf_6"
"288",30,13,3,5000,0.636762,7.621111,2.729977,2.614296,0.332497,4.417769,9.258562,2.780976,0.032374,0.594694,"conf_6"
"289",30,13,3,10000,0.635379,7.618171,2.72769,2.608767,0.328879,4.414669,9.25578,2.778137,0.029948,0.591644,"conf_6"
"290",30,13,3,50000,0.635379,7.618171,2.72769,2.608767,0.328879,4.414669,9.25578,2.778137,0.029948,0.591644,"conf_6"
"291",5,14,3,500,0.000311,0.000378,0.000796,0.001751,0.00129,0.000681,0.002995,0.001367,0.000632,0.00054,"conf_6"
"292",5,14,3,2000,0,0,0,0,0,0,1e-06,0,0,0,"conf_6"
"293",5,14,3,5000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"294",5,14,3,10000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"295",5,14,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"296",30,14,3,500,1.789204,2.03504,3.065711,1.785603,2.368342,2.821422,2.545723,2.415821,2.299139,3.485746,"conf_6"
"297",30,14,3,2000,0.010687,0.014223,0.014347,0.00988,0.012192,0.012665,0.013086,0.007569,0.010665,0.008964,"conf_6"
"298",30,14,3,5000,0.000638,0.000785,0.000712,0.000612,0.000653,0.000671,0.000672,0.001176,0.000751,0.000765,"conf_6"
"299",30,14,3,10000,8.8e-05,0.000107,8.2e-05,7e-05,8.6e-05,0.000111,8.6e-05,0.000105,7.5e-05,6.1e-05,"conf_6"
"300",30,14,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"301",5,15,3,500,48.876723,3.98331,54.20145,26.865301,26.86614,59.738606,24.17112,14.49505,15.920506,50.738906,"conf_6"
"302",5,15,3,2000,28.853722,3.979836,54.20145,26.863763,26.863824,2.984877,24.17112,2.984877,15.91931,31.099988,"conf_6"
"303",5,15,3,5000,28.853722,3.979836,49.221756,26.863763,26.863824,2.984877,24.17112,2.984877,15.91931,4.97479,"conf_6"
"304",5,15,3,10000,28.853722,3.979836,25.868865,26.863763,26.863824,2.984877,7.959667,2.984877,15.91931,4.97479,"conf_6"
"305",5,15,3,50000,28.853722,3.979836,3.979836,14.924351,3.979831,2.984877,7.959667,2.984877,15.747669,4.97479,"conf_6"
"306",30,15,3,500,326.910532,363.390391,351.123084,547.985915,423.724605,469.026774,472.055145,474.705878,341.619416,441.988291,"conf_6"
"307",30,15,3,2000,326.910532,159.066719,138.524079,404.271668,214.343453,268.649707,285.640977,284.059283,185.21914,258.909711,"conf_6"
"308",30,15,3,5000,318.027201,157.207105,135.314506,401.01052,209.943011,262.720241,283.561178,270.659411,178.097622,254.711208,"conf_6"
"309",30,15,3,10000,312.033702,157.202456,135.313871,400.963531,209.934855,262.667045,283.56112,270.626321,178.096923,254.707157,"conf_6"
"310",30,15,3,50000,97.5057,157.202456,135.313871,400.963531,209.934855,262.667045,283.56112,270.626321,178.096923,254.707157,"conf_6"
"311",5,16,3,500,0.515106,0.124865,3.69034,7.572037,0.988949,3.135777,4.388362,0.803288,4.892775,1.627423,"conf_6"
"312",5,16,3,2000,0.509164,0.113339,3.677064,2.155019,0.918427,3.058423,4.336766,0.770071,4.841326,1.589451,"conf_6"
"313",5,16,3,5000,0.509164,0.113339,3.677064,2.154897,0.918427,3.058423,4.336766,0.770071,4.841326,1.589451,"conf_6"
"314",5,16,3,10000,0.509164,0.113339,3.677064,2.147697,0.918427,3.058423,4.336766,0.770071,0.764133,1.589451,"conf_6"
"315",5,16,3,50000,0.509164,0.113339,3.677064,1.837084,0.718269,3.058423,3.965159,0.770071,0.764133,1.468476,"conf_6"
"316",30,16,3,500,18.743035,15.846632,16.462685,20.705437,16.678392,16.064579,14.437959,15.023683,12.956693,21.410415,"conf_6"
"317",30,16,3,2000,6.873588,3.842973,9.165252,13.202532,6.397105,2.619931,3.123873,2.637113,5.603755,12.498508,"conf_6"
"318",30,16,3,5000,6.648201,3.540657,8.860257,13.019824,6.001719,2.424666,2.642863,2.439597,5.282623,12.070966,"conf_6"
"319",30,16,3,10000,6.645758,3.540153,8.85146,13.013791,6.000532,2.423016,2.642545,2.436944,5.276794,12.067532,"conf_6"
"320",30,16,3,50000,6.645758,3.540153,8.850905,13.01378,6.000532,2.423002,2.642545,2.436865,5.276674,12.067531,"conf_6"
"321",5,17,3,500,6.037053,4.505068,4.827081,5.102704,5.860285,0.328681,0.21675,2.108857,5.405278,5.690721,"conf_6"
"322",5,17,3,2000,6.037052,4.504791,4.827077,5.102704,5.141643,0.30875,0.208307,2.098766,5.405278,5.690721,"conf_6"
"323",5,17,3,5000,6.037052,4.504791,4.827077,5.102704,5.141643,0.30875,0.208307,2.095874,5.405278,0.343232,"conf_6"
"324",5,17,3,10000,6.037052,4.504791,4.827077,5.102704,5.141643,0.30875,0.208307,2.095874,5.405278,0.343212,"conf_6"
"325",5,17,3,50000,6.037052,4.504791,4.827077,4.103271,5.141643,0.30875,0.208307,1.543644,5.405278,0.340077,"conf_6"
"326",30,17,3,500,6.372948,3.9226,9.120294,8.421258,6.71322,6.060411,8.012116,7.489962,5.429556,8.823088,"conf_6"
"327",30,17,3,2000,6.372948,1.103385,9.120294,5.466172,4.034247,6.060411,5.49988,4.190774,4.298428,5.32695,"conf_6"
"328",30,17,3,5000,5.527506,1.070125,5.077482,5.456234,4.020152,6.060411,5.493026,4.116495,4.194409,5.043748,"conf_6"
"329",30,17,3,10000,4.025303,1.070123,3.860989,5.456232,4.02015,3.979794,5.493025,4.112289,2.642663,4.963662,"conf_6"
"330",30,17,3,50000,4.025302,1.070123,3.845659,5.456232,4.02015,3.836291,5.493025,4.107957,2.642662,4.95678,"conf_6"
"331",5,18,3,500,22.492065,0.631078,1.253951,15.698083,24.282623,22.365651,22.756109,23.247784,34.292159,22.026127,"conf_6"
"332",5,18,3,2000,22.492055,0.61194,1.194005,1.783937,24.281966,22.36565,22.756108,23.247781,17.226829,22.026117,"conf_6"
"333",5,18,3,5000,22.492055,0.611847,1.194005,1.783159,24.281966,22.36565,22.756108,23.247781,17.226829,22.026117,"conf_6"
"334",5,18,3,10000,22.492055,0.611847,1.194005,1.783159,24.281966,22.36565,22.756108,23.247781,17.226829,22.026117,"conf_6"
"335",5,18,3,50000,22.492055,0.611847,1.185203,1.783159,24.281966,22.36565,22.756108,23.247781,17.226829,22.026117,"conf_6"
"336",30,18,3,500,29.68546,26.474685,49.571567,32.839901,29.618176,33.024121,21.262961,39.547707,35.884379,39.164625,"conf_6"
"337",30,18,3,2000,15.707403,21.233646,49.202301,18.897017,21.10784,19.64528,12.414456,27.82481,21.383096,25.438678,"conf_6"
"338",30,18,3,5000,15.015764,19.134971,29.199876,18.072809,19.492758,18.235451,12.270537,24.720744,21.215708,24.530492,"conf_6"
"339",30,18,3,10000,14.995207,13.529935,19.169946,17.958258,19.234305,17.828349,12.262133,24.131961,21.215526,24.428095,"conf_6"
"340",30,18,3,50000,14.902188,12.221836,18.220685,17.934219,19.076218,17.806877,12.261428,23.504033,21.215526,24.40573,"conf_6"
"341",5,19,3,500,1.170572,1.784388,2.430566,1.447485,2.482629,1.145402,1.295941,2.339483,1.547172,1.926497,"conf_6"
"342",5,19,3,2000,1.170572,1.302846,0.793659,1.447485,0.852658,1.145402,1.295941,2.339483,1.547172,0.763226,"conf_6"
"343",5,19,3,5000,1.170572,0.734642,0.688582,1.447485,0.852658,1.091913,1.295941,0.846524,1.416787,0.722571,"conf_6"
"344",5,19,3,10000,1.170572,0.630337,0.679403,1.447485,0.284035,1.091913,1.086543,0.821103,1.414258,0.722571,"conf_6"
"345",5,19,3,50000,0.513692,0.259795,0.679369,0.614911,0.284035,0.942492,0.428043,0.691153,0.613034,0.722568,"conf_6"
"346",30,19,3,500,5.850418,6.072228,6.992935,6.729927,6.090676,5.435152,6.963694,6.692546,6.743507,5.488795,"conf_6"
"347",30,19,3,2000,5.724623,6.072228,6.372797,5.892398,6.090676,5.435152,3.179591,6.692546,6.271475,5.488795,"conf_6"
"348",30,19,3,5000,5.647856,5.813875,6.372797,5.892398,5.471207,5.052636,1.203847,5.930658,6.271475,5.488795,"conf_6"
"349",30,19,3,10000,5.647856,5.813875,5.543868,5.73988,5.471207,1.264805,0.69842,5.930658,6.271475,5.488795,"conf_6"
"350",30,19,3,50000,5.481087,5.813875,5.273319,5.73988,5.171334,0.189905,0.427925,0.719549,5.764116,5.308698,"conf_6"
"351",5,2,3,500,187.043215,930.312909,235.491414,233.346861,167.485132,2203.483104,190.507935,187.225029,106.234579,167.794128,"conf_6"
"352",5,2,3,2000,0,0,0,0,0,9.6e-05,3e-06,0,0.003032,0,"conf_6"
"353",5,2,3,5000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"354",5,2,3,10000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"355",5,2,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"356",30,2,3,500,173581.433113,286398.386584,318995.215919,244723.404312,130390.375764,179279.061768,150280.717754,205944.179278,162867.786869,217730.791569,"conf_6"
"357",30,2,3,2000,15500.19467,18112.402459,33773.933861,19599.266932,15911.33685,25344.7981,22932.675855,22412.25978,26239.417487,11669.77396,"conf_6"
"358",30,2,3,5000,3412.523068,5025.079927,3940.145053,3535.625209,2999.392818,6623.156484,4593.761748,4799.676986,2739.745246,1896.131856,"conf_6"
"359",30,2,3,10000,592.675443,723.331487,1121.594361,502.853794,392.890959,607.204493,728.594024,825.875668,641.351186,442.542054,"conf_6"
"360",30,2,3,50000,0,0,0,0,0,0,0,0,0,0,"conf_6"
"361",5,20,3,500,0.473837,2.013529,2.250394,1.302845,2.013541,1.658182,1.302862,2.527188,1.855772,1.539722,"conf_6"
"362",5,20,3,2000,0.473753,2.013517,2.250394,1.302843,2.013539,1.65818,1.302843,2.527172,1.855767,1.53972,"conf_6"
"363",5,20,3,5000,0.473753,2.013517,2.250394,1.302843,2.013539,1.65818,1.302843,2.527172,1.855767,1.53972,"conf_6"
"364",5,20,3,10000,0.473753,2.013517,2.250394,1.302843,2.013539,1.65818,1.302843,2.527172,1.855767,1.53972,"conf_6"
"365",5,20,3,50000,0.473753,2.013517,2.250394,1.302843,2.013539,1.65818,1.302843,2.527172,1.855767,1.53972,"conf_6"
"366",30,20,3,500,3.643829,3.672513,3.304328,3.539989,3.366331,2.938708,3.498379,3.485351,3.210282,3.327283,"conf_6"
"367",30,20,3,2000,2.003069,1.802646,2.065343,2.345734,3.366331,1.824102,2.160379,1.77485,2.109126,2.011618,"conf_6"
"368",30,20,3,5000,2.000392,1.790019,2.059844,2.342823,2.73866,1.822743,2.158453,1.770075,2.10573,2.007131,"conf_6"
"369",30,20,3,10000,2.000392,1.790019,2.059844,2.342823,2.309739,1.822743,2.158453,1.770075,2.10573,2.007131,"conf_6"
"370",30,20,3,50000,2.000392,1.790019,2.059844,2.342823,2.309739,1.822743,2.158453,1.770075,2.10573,2.007131,"conf_6"
"371",5,21,3,500,8.12349,8.12349,8.12349,4.161919,8.123489,8.12349,6.659421,8.12349,8.123491,0,"conf_6"
"372",5,21,3,2000,8.123489,8.123489,8.123489,4.161779,8.123489,8.123489,6.658551,8.123489,8.123489,0,"conf_6"
"373",5,21,3,5000,8.123489,8.123489,8.123489,4.161779,8.123489,8.123489,6.658551,8.123489,8.123489,0,"conf_6"
"374",5,21,3,10000,8.123489,8.123489,8.123489,4.161779,8.123489,8.123489,6.658551,8.123489,8.123489,0,"conf_6"
"375",5,21,3,50000,8.123489,8.123489,7.231948,4.161779,8.123489,8.123489,0,8.123489,6.169525,0,"conf_6"
"376",30,21,3,500,12.155838,14.378282,13.787022,9.837531,11.809669,12.283068,8.886411,14.494108,16.840316,12.719003,"conf_6"
"377",30,21,3,2000,7.011805,7.012992,7.011782,7.011607,7.012488,2.067399,2.008518,7.012478,7.013516,7.012091,"conf_6"
"378",30,21,3,5000,7.011098,7.011098,7.011098,7.011098,7.011098,1.999388,1.999388,7.011098,7.011098,7.011098,"conf_6"
"379",30,21,3,10000,7.011098,7.011098,7.011098,7.011098,7.011098,1.999385,1.999385,7.011098,7.011098,7.011098,"conf_6"
"380",30,21,3,50000,7.011098,7.011098,7.011098,7.011098,7.011098,1.999385,1.999385,7.011098,7.011098,7.011098,"conf_6"
"381",5,22,3,500,1.955364,1.955002,1.955259,0.003621,0.003012,0.046804,1.955198,1.962875,0.101605,7.7e-05,"conf_6"
"382",5,22,3,2000,1.954999,1.954999,1.954999,0,0,0,1.954999,1.954999,0,0,"conf_6"
"383",5,22,3,5000,1.954999,1.954999,1.954999,0,0,0,1.954999,1.954999,0,0,"conf_6"
"384",5,22,3,10000,1.954999,1.954999,1.954999,0,0,0,1.954999,1.954999,0,0,"conf_6"
"385",5,22,3,50000,1.954999,1.954999,1.954999,0,0,0,1.954999,1.954999,0,0,"conf_6"
"386",30,22,3,500,23.146877,18.70023,19.675183,9.03481,18.375964,18.42142,8.336035,7.582064,20.177235,18.808845,"conf_6"
"387",30,22,3,2000,11.127668,11.127027,11.127459,0.69218,11.126154,11.127192,0.69221,0.692054,11.127163,11.126532,"conf_6"
"388",30,22,3,5000,11.125618,11.125618,11.125618,0.691857,11.125618,11.125618,0.691857,0.691857,11.125618,11.125618,"conf_6"
"389",30,22,3,10000,11.125618,11.125618,11.125618,0.691857,11.125618,11.125618,0.691857,0.691857,11.125618,11.125618,"conf_6"
"390",30,22,3,50000,11.125618,11.125618,11.125618,0.691857,11.125618,11.125618,0.691857,0.691857,11.125618,11.125618,"conf_6"
"391",5,23,3,500,3.827836,0.015866,0.617284,1.983409,0.688493,0.288381,3.273072,0.625072,1.291648,2.969813,"conf_6"
"392",5,23,3,2000,2.057113,0.009094,0.55743,1.983409,0.672572,0.280668,3.273072,0.483826,1.284142,2.969813,"conf_6"
"393",5,23,3,5000,2.057067,0.009094,0.55743,0.562168,0.672572,0.280668,3.273072,0.483821,1.284142,2.66668,"conf_6"
"394",5,23,3,10000,2.057067,0.009094,0.55743,0.562168,0.672572,0.280668,3.273072,0.483821,1.284142,2.66668,"conf_6"
"395",5,23,3,50000,0.673838,0.009094,0.55743,0.562168,0.614407,0.280668,0.257577,0.483821,0.981219,1.12153,"conf_6"
"396",30,23,3,500,3.769522,5.244146,4.420944,5.947356,5.171161,3.427493,5.436541,5.16117,5.349931,5.337159,"conf_6"
"397",30,23,3,2000,0.293326,5.244146,4.420944,0.794616,0.776489,3.427493,5.271893,5.16117,4.782214,5.337159,"conf_6"
"398",30,23,3,5000,0.270392,3.725001,4.412943,0.739452,0.743731,3.427493,3.78208,3.907161,4.782214,5.023516,"conf_6"
"399",30,23,3,10000,0.270391,3.725001,4.412943,0.739449,0.743417,3.427493,3.78208,3.907161,4.782214,5.023516,"conf_6"
"400",30,23,3,50000,0.270391,2.795033,0.183272,0.739449,0.725712,3.427493,3.745865,3.646001,0.313476,3.677936,"conf_6"
"401",5,24,3,500,13.493301,17.493277,43.495867,32.032226,12.050764,5.450798,24.621202,16.313761,26.654695,30.860412,"conf_6"
"402",5,24,3,2000,13.493301,17.493176,19.526647,30.218758,12.050494,5.450407,9.608449,16.310085,26.654695,30.860271,"conf_6"
"403",5,24,3,5000,10.143089,17.493176,19.526639,24.550521,12.050494,5.450407,9.608447,16.310085,15.264142,30.860271,"conf_6"
"404",5,24,3,10000,10.143089,15.204349,19.526639,24.550521,12.050494,5.450407,9.608447,8.491273,15.264142,30.860271,"conf_6"
"405",5,24,3,50000,7.097975,15.204349,19.526639,9.807159,12.050494,5.450407,9.608447,8.491273,15.264142,16.952991,"conf_6"
"406",30,24,3,500,308.946641,330.146491,297.014119,340.264514,316.281333,267.453828,386.326374,353.272457,376.998319,334.121971,"conf_6"
"407",30,24,3,2000,308.946641,151.575978,297.014119,340.264514,316.281333,267.453828,386.326374,353.272457,376.998319,334.121971,"conf_6"
"408",30,24,3,5000,290.103217,122.299081,297.014119,295.717004,310.06634,267.453828,386.326374,353.272457,363.67633,320.142368,"conf_6"
"409",30,24,3,10000,110.199586,122.131738,297.014119,295.717004,310.06634,267.453828,386.326374,353.272457,363.67633,320.142368,"conf_6"
"410",30,24,3,50000,104.901997,122.131738,274.58755,124.817605,290.75669,261.856829,386.326374,338.07463,350.373909,280.677201,"conf_6"
"411",30,3,3,500,406.172212,349.012758,367.966757,286.867249,328.058136,313.675214,331.733514,385.995993,344.763563,397.555057,"conf_6"
"412",30,3,3,2000,179.87896,140.410872,118.213983,47.752401,102.93161,112.244741,106.327091,171.165917,122.515775,114.419498,"conf_6"
"413",30,3,3,5000,179.091649,139.293567,116.421689,45.770089,101.485447,86.571765,84.579912,168.152434,119.394823,113.425174,"conf_6"
"414",30,3,3,10000,179.091099,139.293565,116.409719,45.768061,101.485444,86.561186,84.571186,168.145973,119.394708,113.424928,"conf_6"
"415",30,3,3,50000,179.091099,139.293565,116.409719,45.768061,101.485444,86.561186,84.571186,168.145973,119.394708,113.424928,"conf_6"
"416",5,3,3,500,2.349452,41.788045,35.949796,10.945838,52.197097,11.939638,27.721932,9.949659,18.914395,20.917882,"conf_6"
"417",5,3,3,2000,1.989918,41.787926,7.959667,10.944519,44.231774,11.939478,13.929412,9.94956,18.904182,20.89408,"conf_6"
"418",5,3,3,5000,1.989918,41.787926,7.959667,10.944519,9.94956,11.939478,13.929412,9.94956,18.904182,20.89408,"conf_6"
"419",5,3,3,10000,1.989918,41.787926,7.959667,10.944519,9.94956,11.939478,13.929412,9.94956,18.904182,20.89408,"conf_6"
"420",5,3,3,50000,1.989918,41.787926,7.959667,10.944519,9.94956,11.939478,13.929412,9.94956,10.94454,20.89408,"conf_6"
"421",5,4,3,500,6.96499,31.211609,2.02393,37.561781,22.885101,8.43309,34.285124,25.127586,6.96506,18.854954,"conf_6"
"422",5,4,3,2000,6.964708,29.848635,1.989918,15.923463,22.883952,7.959667,33.828344,24.873865,6.964708,18.854954,"conf_6"
"423",5,4,3,5000,6.964708,29.848635,1.989918,15.91931,22.883952,7.959667,33.828344,24.873865,6.964708,6.964708,"conf_6"
"424",5,4,3,10000,6.964708,29.848635,1.989918,15.91931,22.883952,7.959667,33.828344,24.873865,6.964708,6.964708,"conf_6"
"425",5,4,3,50000,6.964708,29.848635,1.989918,10.94454,5.969749,7.959667,33.828344,24.873865,6.964708,6.964708,"conf_6"
"426",30,4,3,500,492.609336,491.553679,422.767127,375.596965,398.486816,464.153813,360.501478,437.955225,415.275956,456.221616,"conf_6"
"427",30,4,3,2000,303.632473,469.340608,270.013426,151.822589,159.400477,210.504529,139.0703,251.09472,187.825135,272.262651,"conf_6"
"428",30,4,3,5000,293.512974,469.340608,268.637391,151.23312,155.222744,208.940418,136.313784,247.746565,187.051419,268.636749,"conf_6"
"429",30,4,3,10000,293.509019,226.606183,268.637234,151.233099,155.213007,208.939998,136.308759,247.74293,187.051418,268.636573,"conf_6"
"430",30,4,3,50000,293.509019,224.859507,268.637234,151.233099,155.213007,208.939998,136.308759,247.74293,187.051418,268.636573,"conf_6"
"431",5,5,3,500,14.627409,20.782303,21.405335,6.99099,18.3182,9.138029,6.04292,0.968553,2.852919,3.435593,"conf_6"
"432",5,5,3,2000,9.929752,6.725712,11.424354,0.133325,17.931133,6.281068,2.364557,0.644028,0.504946,1.257227,"conf_6"
"433",5,5,3,5000,9.576247,6.725359,3.604953,0.119908,4.741436,6.175243,2.3637,0.643124,0.19125,1.056666,"conf_6"
