"","DIM","funcId","ID","runtime","run.1","run.2","run.3","run.4","run.5","run.6","run.7","run.8","run.9","run.10","run.11","run.12","run.13","run.14","run.15","run.16","run.17","run.18","run.19","run.20","algid"
"306",30,15,3,500,551.641374,381.74002,479.522139,402.031398,434.740685,556.672435,498.475896,327.694119,621.964112,416.433265,361.059514,304.871947,327.312573,321.998326,332.547969,349.220677,283.408502,340.924,280.896223,362.730427,"conf_10"
"307",30,15,3,2000,350.419045,358.771817,259.355112,402.031398,252.872316,556.672435,259.3468,321.610996,436.387687,198.373522,58.366309,63.276255,45.379523,70.448717,115.652797,138.962668,40.911262,95.875227,81.835379,84.177083,"conf_10"
"308",30,15,3,5000,341.273766,358.771817,258.68758,402.031398,247.743325,282.081168,257.72069,146.709827,434.791777,188.119391,47.757916,54.722826,27.858978,64.672386,113.424837,29.852638,31.843141,60.696124,69.647726,72.632336,"conf_10"
"309",30,15,3,10000,341.267881,358.771817,258.68752,402.031398,247.743261,281.571447,257.692155,143.273795,434.791763,188.045923,47.757883,54.722617,27.858838,64.672137,113.424837,29.848752,31.83867,60.692341,69.646947,72.631834,"conf_10"
"310",30,15,3,50000,341.267881,150.23816,258.68752,226.849201,247.743261,281.571447,257.692155,143.273579,434.791763,188.045923,29.848757,18.904217,27.858838,64.672137,42.783164,29.848752,31.83867,60.692341,26.863874,40.793266,"conf_10"
"311",5,16,3,500,0.718729,0.463425,3.255085,0.31131,0.235691,5.731704,0.225286,5.243135,6.178788,1.653148,0.345331,4.619439,0.881803,0.104842,5.156566,0.020561,0.031824,1.032679,0.954866,2.617812,"conf_10"
"312",5,16,3,2000,0.691293,0.457324,1.202354,0.264071,0.219996,5.52582,0.215377,5.194788,6.017499,1.635571,0.316153,3.850226,0.771223,0.057266,4.263057,0.002136,0,0.611985,0.787887,2.396075,"conf_10"
"313",5,16,3,5000,0.691293,0.457324,0.513416,0.264071,0.219996,0.823267,0.215377,3.575458,6.017499,1.210689,0.316153,0.590407,0.771223,0.057266,0.860304,0.001376,0,0.611985,0.460813,0.174641,"conf_10"
"314",5,16,3,10000,0.691293,0.457324,0.513416,0.264071,0.219996,0.823267,0.215377,3.519831,6.017499,1.209641,0.316153,0.240493,0.771223,0.057266,7e-06,0.001376,0,0.076211,0.001695,0.077974,"conf_10"
"315",5,16,3,50000,0.691293,0.457324,0.513416,0.264071,0.219996,0.616733,0.215377,0.016952,0.912316,1.209641,0.0167,0.001447,0.022469,0.057266,0,0,0,2e-06,0.001695,0,"conf_10"
"316",30,16,3,500,8.770384,14.747935,12.581516,10.18453,12.086018,22.216161,17.050761,15.601968,16.098412,25.498482,18.66803,12.985122,15.159291,12.406773,16.876939,15.329968,15.956307,21.044878,21.523712,16.9284,"conf_10"
"317",30,16,3,2000,2.285348,6.149884,2.276959,3.780897,2.206474,11.338891,4.663387,4.612695,2.992673,15.20833,2.042688,1.22763,2.087813,0.868128,2.022617,1.18395,0.978096,1.611203,1.849619,3.398669,"conf_10"
"318",30,16,3,5000,2.106567,5.926614,1.994041,3.645396,2.013353,10.969853,4.329192,4.327012,2.712712,14.791202,1.194057,0.912347,1.260973,0.576092,1.475034,0.83627,0.601149,1.057785,1.130603,2.730919,"conf_10"
"319",30,16,3,10000,2.106217,5.925874,1.99288,3.645033,2.011261,10.95841,4.327966,4.326887,2.711391,14.786305,1.190124,0.910216,1.249562,0.573587,1.47222,0.834336,0.598481,1.048609,1.127459,2.726442,"conf_10"
"320",30,16,3,50000,2.106217,5.925869,1.992878,3.644055,2.01126,10.958393,4.324951,4.326886,2.709735,14.786305,0.660965,0.910216,1.249432,0.371245,1.47222,0.506319,0.597851,1.048609,1.127459,2.726438,"conf_10"
"321",5,17,3,500,6.411248,6.424775,2.970138,4.827077,7.470578,2.98829,5.993883,0.358706,5.121929,0.932128,0.389792,6.059406,5.364465,0.78905,5.141736,0.242765,0.459017,6.059406,0.036,0.192078,"conf_10"
"322",5,17,3,2000,6.032845,1.322647,2.965524,0.053111,5.804066,0.768814,5.063026,0.344338,4.962681,0.380223,0.263173,6.059406,5.364435,0.768894,5.141643,0.120569,0.366049,6.059406,0.001887,0.156334,"conf_10"
"323",5,17,3,5000,6.032845,0.305838,2.965524,0.051745,4.504791,0.752931,0.347952,0.344338,4.16291,0.374302,0.262531,0.732659,1.5e-05,0.768894,0.000983,0.120568,0.354081,2.079471,0.001887,0.156334,"conf_10"
"324",5,17,3,10000,4.970953,0.305838,0.658849,0.051745,1.501894,0.752931,0.331322,0.344338,0.091346,0.374302,0.262531,0.732311,1.5e-05,0.768894,0.000983,0.120568,0.354081,2.079471,0.001887,0.00021,"conf_10"
"325",5,17,3,50000,1.851702,0.304355,0.409371,0.051217,0.006703,0.50906,0.331321,0.344338,0.090524,0.374302,0.034331,0.001996,7e-06,0,0.000154,0.000246,2.7e-05,2e-06,2.7e-05,7e-06,"conf_10"
"326",30,17,3,500,8.018358,5.657813,4.494511,8.381561,8.180357,6.30898,6.011221,4.316935,7.892231,5.95075,5.141561,5.241047,4.309072,5.453397,5.043377,3.089963,4.098501,4.398708,4.10396,4.132858,"conf_10"
"327",30,17,3,2000,5.13297,3.01041,2.321758,4.619526,5.184117,3.940515,3.523555,2.228318,7.892231,3.522157,0.648216,0.392779,0.141832,0.498536,0.165744,0.049506,0.084729,0.493322,0.150202,0.110095,"conf_10"
"328",30,17,3,5000,5.11195,2.909944,2.306405,4.606245,5.149025,3.930426,3.5164,2.170978,7.892231,3.510149,0.277297,0.168818,0.014496,0.195337,0.017575,0.00199,0.002674,0.289765,0.012076,0.014938,"conf_10"
"329",30,17,3,10000,5.111944,2.896308,2.306404,4.606244,5.149007,3.930423,3.516343,2.148426,7.892231,3.510142,0.2765,0.168107,0.014185,0.191832,0.017062,0.001891,0.002512,0.288617,0.011709,0.014526,"conf_10"
"330",30,17,3,50000,5.111944,2.895115,2.306404,4.606244,5.149007,3.930423,3.516123,2.146625,5.120153,3.510142,0.008092,0.01806,0.014185,0.066234,0.017062,0.001891,0.002512,0.011652,0.011709,0.014526,"conf_10"
"331",5,18,3,500,17.643647,6.865909,24.385708,17.752828,5.372715,6.594258,14.942575,25.385962,0.685817,2.116441,19.488399,1.361735,5.69922,0.277466,0.562926,1.462483,1.04158,0.676926,2.730252,2.201847,"conf_10"
"332",5,18,3,2000,6.165881,6.840645,21.287989,2.295189,5.336236,1.49981,0.562381,20.218292,0.674439,2.08256,19.487053,1.053968,5.65385,0.006103,0.540908,1.252169,0.689671,0.554806,2.666164,1.669702,"conf_10"
"333",5,18,3,5000,0.601779,6.840643,0.441591,2.294705,5.336236,1.474851,0.535341,7.605943,0.674439,2.08256,0.289886,0.713959,0.018362,0.006103,0.539306,1.252168,0.689671,0.554806,2.666162,0.870926,"conf_10"
"334",5,18,3,10000,0.601779,6.840643,0.441591,2.294705,5.336236,1.474851,0.246714,0.388706,0.674439,2.08256,0.257847,0.713629,0.018362,0.006103,0.198292,0.752839,0.689671,0.554806,0.691462,0.507094,"conf_10"
"335",5,18,3,50000,0.555479,0.364982,0.441591,0.480686,1.811414,1.474851,0.246714,0.388657,0.674439,2.08256,0.069237,0.149107,0.018362,0.006103,0.198292,0.321328,0.242136,0.117953,0.244457,0.204054,"conf_10"
"336",30,18,3,500,37.271295,33.736719,33.31719,36.116253,34.312286,30.325431,21.270447,37.013052,34.617993,26.620401,20.571943,27.786534,25.440998,24.32637,18.070594,13.271128,23.717016,16.949887,16.305062,15.216163,"conf_10"
"337",30,18,3,2000,25.38175,23.03967,22.968016,24.072538,34.312286,21.321183,12.393987,25.070165,34.617993,25.556689,1.070421,5.151427,4.666363,1.658037,0.7082,0.728126,0.996409,0.822306,2.215294,0.365982,"conf_10"
"338",30,18,3,5000,22.594441,21.829784,22.762477,22.434701,34.312286,20.685857,11.443765,24.131,20.237716,17.481017,0.330985,3.344889,3.111579,0.5616,0.279049,0.113753,0.198216,0.431748,1.519978,0.045972,"conf_10"
"339",30,18,3,10000,22.324886,19.790307,22.762412,22.194939,33.75671,20.59597,10.712135,24.066884,19.071936,15.260681,0.32812,3.336802,3.099191,0.558857,0.277347,0.110591,0.193974,0.428931,1.514868,0.043779,"conf_10"
"340",30,18,3,50000,22.242317,19.47584,22.762412,22.177807,7.792932,20.56931,10.666449,24.018112,19.036205,15.125507,0.32812,3.336802,0.354305,0.558857,0.277347,0.110591,0.193973,0.428931,1.514868,0.043779,"conf_10"
"341",5,19,3,500,0.762033,0.329447,1.022548,1.254831,2.029713,2.00629,1.796287,0.161083,0.52999,2.600969,0.673007,0.504451,0.611784,0.479972,0.351299,0.091922,0.239126,0.399378,1.106577,1.746827,"conf_10"
"342",5,19,3,2000,0.278151,0.329447,1.022548,1.113619,0.483106,1.530914,1.726429,0.161006,0.204203,2.542601,0.645572,0.149763,0.004065,0.150473,0.204733,0.054937,0.158773,0.251328,0.290446,1.576591,"conf_10"
"343",5,19,3,5000,0.277719,0.329447,0.093438,0.672262,0.483075,0.718514,1.21485,0.161006,0.204203,1.534108,0.640509,0.122115,0.003953,0.123735,0.204203,0.051472,0.157153,0.251327,0.28931,1.505348,"conf_10"
"344",5,19,3,10000,0.276766,0.263286,0.093438,0.430509,0.483042,0.461239,0.725697,0.161006,0.204203,0.972622,0.640488,0.118378,0.003953,0.118425,0.204203,0.05106,0.157079,0.251327,0.28741,1.493554,"conf_10"
"345",5,19,3,50000,0.275299,0.239988,0.093438,0.374384,0.483032,0.449311,0.161051,0.161006,0.124465,0.819465,0.070691,0.015714,0.003953,0.015708,0.090322,0.051051,0.157079,0.078669,0.121736,0.031416,"conf_10"
"346",30,19,3,500,6.30631,6.274634,6.694257,6.10499,6.945996,6.608353,5.836392,5.949816,6.67126,5.67259,6.282125,6.111539,6.834729,6.814118,6.344238,5.694583,6.582959,6.383155,6.905553,6.405884,"conf_10"
"347",30,19,3,2000,1.293663,1.207925,6.694257,6.10499,6.945996,6.608353,5.836392,5.949816,1.784078,5.536152,6.241738,4.862007,6.641942,4.283653,5.553997,5.295326,6.582959,4.508005,5.039745,5.656353,"conf_10"
"348",30,19,3,5000,0.905296,0.492896,6.222925,5.747961,6.355583,5.075752,5.836392,5.764659,0.765215,5.177707,1.471145,0.56055,1.257949,0.791213,0.965949,1.295612,1.317884,0.817367,1.582207,0.584551,"conf_10"
"349",30,19,3,10000,0.625899,0.269428,6.162269,5.708911,1.906662,5.075752,4.659245,5.764659,0.416485,5.177707,0.891891,0.537423,1.037662,0.5626,0.66317,0.84465,0.911108,0.630199,0.821643,0.33154,"conf_10"
"350",30,19,3,50000,0.327808,0.229797,5.796551,5.708911,0.430779,5.075752,4.659245,5.742297,0.227363,5.177707,0.829815,0.493058,0.963654,0.317987,0.629953,0.655045,0.826585,0.327902,0.390874,0.283507,"conf_10"
"351",30,2,3,500,190086.970909,150753.116374,141011.386755,210592.275625,275390.134043,262469.465226,186907.686318,214761.886697,171188.01259,194708.894249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"352",30,2,3,2000,11355.523378,10979.529348,16197.957515,24384.621097,34774.943472,20867.7695,22350.297298,17800.111961,32208.799809,12509.624644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"353",30,2,3,5000,2035.660428,2689.792511,2437.626081,3736.914739,5923.304626,5345.108954,2772.721235,3518.37073,6501.069657,2779.215321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"354",30,2,3,10000,241.26991,334.428219,596.472103,307.814612,666.081796,542.453743,457.165596,608.519422,610.646883,491.264817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"355",30,2,3,50000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"356",5,2,3,500,187.043215,108.202754,71.705548,117.255947,101.563622,1468.102834,254.092261,271.198771,550.104787,505.30944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"357",5,2,3,2000,0,0,0,0.005698,0,1e-06,2e-05,0,1e-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"358",5,2,3,5000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"359",5,2,3,10000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"360",5,2,3,50000,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"361",5,20,3,500,2.250482,1.855672,2.566463,2.211116,1.934709,2.857311,3.046775,2.611312,0.947587,1.737128,2.329835,2.015003,1.967242,1.619089,2.290104,1.468155,1.540068,1.42131,2.138837,1.381787,"conf_10"
"362",5,20,3,2000,2.07075,1.855671,1.855767,2.211103,1.877943,2.031252,2.608971,2.611312,0.947572,1.737123,2.329331,2.013539,1.967242,1.618706,2.290046,1.460956,1.53972,1.421304,2.052986,1.381786,"conf_10"
"363",5,20,3,5000,1.184449,1.513737,1.855767,1.065967,1.144909,1.896218,2.120048,2.611312,0.947572,1.737123,1.934709,2.013539,0.671156,1.54005,0.947507,1.342312,1.53972,1.421304,0.868559,1.381786,"conf_10"
"364",5,20,3,10000,1.184449,1.513737,1.524332,1.065967,1.144909,1.896218,1.792574,1.444571,0.947572,1.692791,1.934709,1.816131,0.671156,1.53972,0.947507,1.342312,1.53972,1.421304,0.868559,1.381786,"conf_10"
"365",5,20,3,50000,1.071404,1.144909,1.302843,0.940535,1.144909,1.118003,1.263553,1.065967,0.947572,1.065967,1.302843,1.184383,0.671156,1.144909,0.947507,1.302843,1.242131,1.184427,0.473753,0.947507,"conf_10"
"366",30,20,3,500,3.507104,3.472636,3.456459,3.461795,3.335129,3.375752,3.444066,3.270195,3.325427,3.493708,3.446861,3.444077,3.76481,3.628002,3.583353,3.505659,3.517541,3.497497,3.586652,3.672848,"conf_10"
"367",30,20,3,2000,2.163549,1.978344,2.023414,2.10019,2.114543,2.140878,1.964285,1.981297,1.981403,2.384003,2.285088,2.081265,2.226485,2.413892,2.438887,2.483134,1.848475,2.104529,2.344636,2.045676,"conf_10"
"368",30,20,3,5000,2.15186,1.974296,2.020231,2.086294,2.092775,2.138873,1.960906,1.974173,1.980678,2.382272,2.283509,2.07288,2.217574,2.39544,2.434736,2.474392,1.822692,2.099159,2.342667,2.026976,"conf_10"
"369",30,20,3,10000,2.15186,1.974295,2.020231,2.086291,2.092737,2.138873,1.960906,1.974173,1.980678,2.382272,2.277531,2.07288,2.217574,2.39544,2.434736,2.474392,1.822692,2.099159,2.342667,2.026976,"conf_10"
"370",30,20,3,50000,2.15186,1.974295,2.020231,2.086291,2.092737,2.138873,1.960906,1.974173,1.980678,2.382272,1.677918,1.921811,1.947877,1.756918,2.073092,1.836011,1.822692,2.013648,1.710905,1.737148,"conf_10"
"371",30,21,3,500,9.712414,10.37117,19.038968,11.427185,16.042569,10.836987,9.621422,9.284555,10.965973,13.221027,14.704772,11.804342,15.257763,13.560288,9.988969,13.289592,11.975474,9.826699,16.589814,14.14034,"conf_10"
"372",30,21,3,2000,7.011525,2.019908,2.016336,7.011307,3.174672,3.177718,7.011353,7.011427,7.011624,2.01756,7.011464,7.011241,3.171381,7.011249,7.011221,7.011339,7.011231,7.011226,7.011259,2.002215,"conf_10"
"373",30,21,3,5000,7.011098,1.999386,1.999386,7.011098,3.169806,3.169806,7.011098,7.011098,7.011098,1.999387,7.011098,7.011098,3.169806,7.011098,7.011098,7.011098,7.011098,7.011098,7.011098,1.999385,"conf_10"
"374",30,21,3,10000,7.011098,1.999385,1.999385,7.011098,3.169806,3.169806,7.011098,7.011098,7.011098,1.999385,7.011098,7.011098,3.169806,7.011098,7.011098,3.172005,2.006406,2.002949,7.011098,1.999385,"conf_10"
"375",30,21,3,50000,7.011098,1.999385,1.999385,7.011098,3.169806,3.169806,7.011098,7.011098,7.011098,1.999385,1.999385,1.999385,3.169806,1.999385,7.011098,1.999385,1.999385,1.999385,7.011098,1.999385,"conf_10"
"376",5,21,3,500,8.123489,21.849689,8.123489,12.193128,0,8.123506,8.12349,8.12349,8.12349,8.123491,8.12349,8.123491,8.123505,8.123519,8.12349,8.123492,1.99967,8.123492,8.123496,8.123491,"conf_10"
"377",5,21,3,2000,8.123489,3.504555,0.691857,0.000106,0,8.123489,3.420453,0.582245,8.123489,2.016939,8.123489,8.123489,8.123489,8.123489,8.123489,8.123489,1.999385,8.123489,8.123489,8.123489,"conf_10"
"378",5,21,3,5000,7.865566,0,0.691857,0,0,5.33981,0.691857,0.582245,0.691857,2.016939,8.123489,8.123489,8.123489,8.123489,8.123489,8.123489,1.999385,8.123489,2.255805,8.123489,"conf_10"
"379",5,21,3,10000,0.691857,0,0.691857,0,0,0.691857,0.691857,0,0.691857,2.016939,8.123489,8.123489,8.123489,8.123489,8.123489,8.123489,1.999385,8.123489,0,8.123489,"conf_10"
"380",5,21,3,50000,0.691857,0,0.691857,0,0,0.691857,0,0,0.691857,0,4.161779,0,0,0.691857,0,0,1.999385,1.803019,0,1.999385,"conf_10"
"381",5,22,3,500,0.000555,0.001051,1.955426,1.956092,0,30.089028,20.098128,1.955041,0.001389,1.955514,1.955337,1.955679,1.2e-05,0.005097,1.955233,1.955078,1.95501,1.955207,1.973877,1.957727,"conf_10"
"382",5,22,3,2000,0,0,1.954999,1.954999,0,11.125618,0,1.954999,0,1.954999,1.954999,1.954999,0,0,1.954999,1.954999,1.954999,1.954999,1.954999,1.954999,"conf_10"
"383",5,22,3,5000,0,0,1.954999,1.954999,0,0.691857,0,1.788062,0,1.954999,1.954999,1.954999,0,0,1.954999,0,1.954999,0,1.954999,1.954999,"conf_10"
"384",5,22,3,10000,0,0,1.954999,1.954999,0,0.691857,0,1.788062,0,1.954999,0,0,0,0,1.954999,0,0,0,0,0,"conf_10"
"385",5,22,3,50000,0,0,1.954999,1.954999,0,0.691857,0,1.788062,0,1.179,0,0,0,0,0,0,0,0,0,0,"conf_10"
"386",30,22,3,500,20.351031,18.085026,21.019427,18.784855,20.613894,20.86116,19.233184,18.59389,4.692119,19.937549,18.213632,20.321063,20.298164,19.344022,20.06582,16.960363,19.501845,18.291107,18.112976,18.200532,"conf_10"
"387",30,22,3,2000,11.126848,11.126581,11.126849,11.126373,11.128527,11.12737,11.126495,11.128043,0.692012,11.12716,11.126077,11.12589,11.125966,11.125962,11.126585,11.125692,11.126318,11.125837,11.125677,11.125975,"conf_10"
"388",30,22,3,5000,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,0.691857,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,"conf_10"
"389",30,22,3,10000,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,0.691857,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,0.692091,11.125618,11.125618,11.125618,"conf_10"
"390",30,22,3,50000,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,0.691857,11.125618,11.125618,11.125618,11.125618,11.125618,11.125618,0.691857,0.691857,11.125618,11.125618,0.691857,"conf_10"
"391",5,23,3,500,0.225795,2.004858,0.172158,0.033325,3.422132,2.510399,2.466681,2.210915,3.104227,2.901868,1.823487,2.674714,0.524343,2.834857,1.370493,1.937055,1.451128,0.33226,1.870006,1.034455,"conf_10"
"392",5,23,3,2000,0.125439,0.720991,0.163599,0.014341,3.130309,1.048281,2.05258,1.728992,3.104227,2.623629,0.196296,0.156053,0.033927,0.206932,0.168228,0.683837,0.43125,0.202523,1.680801,0.015878,"conf_10"
"393",5,23,3,5000,0.125431,0.209697,0.163599,0.014341,0.211326,1.041923,0.308456,1.728992,2.770438,1.269774,0.196296,0.156053,0.033927,0.206932,0.168228,0.164518,0.43125,0.20099,1.659291,0.015878,"conf_10"
"394",5,23,3,10000,0.125431,0.162958,0.163599,0.014341,0.188474,1.041821,0.308456,0.057963,1.386264,1.269774,0.13286,0.156053,0.033927,0.206932,0.168228,0.14324,0.203891,0.200963,1.008231,0.015878,"conf_10"
"395",5,23,3,50000,0.125431,0.162958,0.163599,0.014341,0.188474,1.041821,0.308456,0.057963,1.174084,0.457795,0.065107,0.008689,0.033927,0.051634,0.162493,0.00738,0.10342,0.064276,0.113188,0.015878,"conf_10"
"396",30,23,3,500,4.75184,5.625769,4.551134,5.542935,4.893504,4.256639,5.928625,5.065332,3.485276,4.959862,4.948399,5.033804,4.898376,6.036974,4.252095,5.27212,4.932057,6.106445,5.466047,5.375374,"conf_10"
"397",30,23,3,2000,1.529479,5.602019,0.979798,1.231514,4.893504,4.256639,5.928625,5.065332,3.485276,0.45393,2.975284,3.976315,4.351328,3.171527,2.69645,1.808892,3.256038,3.409243,4.523488,4.680383,"conf_10"
"398",30,23,3,5000,1.472112,3.829827,0.874983,1.156465,4.893504,4.129922,4.840275,0.244322,3.485276,0.38813,0.075513,0.151363,0.059867,0.104081,0.111533,0.077856,0.083975,0.093519,0.032376,0.12749,"conf_10"
"399",30,23,3,10000,1.47211,3.829827,0.871173,1.141379,4.347592,4.129922,4.558434,0.226186,3.485276,0.388119,0.074973,0.149757,0.058687,0.097462,0.110494,0.076483,0.083087,0.091625,0.030036,0.125714,"conf_10"
"400",30,23,3,50000,1.47211,3.344482,0.773458,0.93246,3.077449,4.129922,2.972814,0.226186,2.971169,0.388119,0.074973,0.082229,0.058687,0.062555,0.074474,0.076431,0.046875,0.021817,0.027075,0.064832,"conf_10"
"401",30,24,3,500,320.418271,338.358251,365.101451,344.00281,293.930124,294.07407,400.753583,339.587108,328.289156,256.766645,257.496196,225.514742,266.822148,249.603924,255.953484,287.519525,253.149357,255.122415,269.87082,300.085868,"conf_10"
"402",30,24,3,2000,320.418271,338.358251,343.69781,344.00281,293.930124,294.07407,400.753583,339.587108,328.289156,92.269611,229.394013,215.190185,152.852923,228.749327,140.4716,183.078573,222.871679,255.122415,96.070485,157.981359,"conf_10"
"403",30,24,3,5000,320.418271,338.358251,318.865605,155.796834,293.930124,294.07407,373.468822,328.118998,325.153418,85.863616,47.346226,43.709432,68.696453,48.69403,40.036787,47.214667,37.287398,64.31197,37.31955,77.000138,"conf_10"
"404",30,24,3,10000,320.16431,338.358251,318.865605,149.610558,293.930124,294.07407,353.760329,318.705311,280.258122,85.861111,47.243357,43.464516,68.672932,48.663222,40.024996,46.890781,37.21061,64.303058,37.315785,76.998787,"conf_10"
"405",30,24,3,50000,165.784444,113.013126,291.917949,149.610554,275.799834,292.64351,353.760329,154.086108,219.573641,85.861111,47.243357,43.464516,43.232951,48.663222,40.024996,46.890781,37.21061,33.364817,37.315785,57.610073,"conf_10"
"406",5,24,3,500,29.173071,5.37777,35.747151,28.051737,19.509554,23.459478,32.114457,31.207387,21.484341,2.667,10.098172,3.942075,7.718545,11.279378,34.496306,19.148813,13.033364,2.650277,14.206168,17.118375,"conf_10"
"407",5,24,3,2000,15.357469,5.312693,15.711871,22.192412,11.109817,13.098045,30.33705,16.045346,14.868322,2.446803,3.748014,3.260656,2.163082,11.24078,23.427397,4.989639,6.826117,1.265368,5.126239,11.314545,"conf_10"
"408",5,24,3,5000,11.816683,5.312693,15.711871,22.192412,7.534586,13.098045,9.999499,5.251317,14.868322,2.446803,3.748014,3.260656,2.163082,11.24078,23.427397,4.989639,6.826117,1.265368,5.126239,11.314545,"conf_10"
"409",5,24,3,10000,10.460409,5.312693,14.932237,22.192412,7.534586,11.540152,9.999499,5.251317,10.221605,2.446803,3.748014,0.990245,2.163082,2.560614,5.473503,4.989639,2.256923,1.265368,5.126239,3.384727,"conf_10"
"410",5,24,3,50000,2.791151,5.312693,12.437474,6.857132,3.245563,4.874789,5.376152,3.92475,4.258613,2.446803,0.95335,0.990245,0.807633,2.548027,5.346479,1.779903,2.256923,0.778359,0.892746,2.172598,"conf_10"
"411",5,3,3,500,3.979932,17.569168,28.732529,9.960986,12.961708,35.819158,14.92537,18.910665,25.06894,10.995818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"412",5,3,3,2000,3.979836,9.94958,25.868804,9.94956,12.934453,35.818242,14.924351,18.904182,24.873865,10.94454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"413",5,3,3,5000,3.979836,9.94958,25.868804,9.94956,12.934453,22.677011,14.924351,18.904182,24.873865,10.94454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"414",5,3,3,10000,3.979836,9.94958,25.868804,9.94956,12.934453,5.969749,14.924351,18.904182,24.873865,10.94454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"415",5,3,3,50000,3.979836,9.94958,25.868804,9.94956,12.934453,5.969749,14.924351,18.904182,24.873865,10.94454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"416",30,3,3,500,448.890919,426.073459,383.156999,403.975124,285.154792,365.526948,349.628417,538.370134,367.684176,301.363498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"417",30,3,3,2000,250.948951,189.216337,205.069891,172.095843,105.250671,146.013923,140.816331,538.370134,92.11085,301.363498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"418",30,3,3,5000,229.846395,177.105034,195.010752,162.183304,104.471348,144.268357,135.316103,538.370134,87.561501,301.363498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"419",30,3,3,10000,229.834039,177.101368,195.010694,162.177145,104.470342,144.268335,135.313896,400.525951,87.556129,301.363498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"420",30,3,3,50000,229.834039,177.101368,195.010694,162.177145,104.470342,144.268335,135.313896,335.297924,87.556129,111.435072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"421",5,4,3,500,6.96499,19.557405,7.960067,29.018172,51.611574,22.031158,6.965451,14.266456,3.97994,12.934648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"422",5,4,3,2000,6.964708,18.904162,7.959667,27.797939,31.838431,21.889054,6.964708,13.929412,3.979836,12.934453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"423",5,4,3,5000,6.964708,18.904162,7.959667,13.929412,7.959688,21.889054,6.964708,13.929412,3.979836,12.934453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"424",5,4,3,10000,6.964708,18.904162,7.959667,13.929412,7.959667,21.889054,6.964708,13.929412,3.979836,11.746504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"425",5,4,3,50000,6.964708,18.904162,7.959667,10.209336,7.959667,10.94454,6.964708,13.929412,3.979836,5.969749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"426",30,4,3,500,386.89666,498.638869,469.112137,466.133715,478.892105,557.932938,408.516444,483.443514,431.852466,347.602417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"427",30,4,3,2000,183.900141,318.11033,258.292106,245.284138,258.453196,438.53255,405.037099,260.184425,228.302546,140.707051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"428",30,4,3,5000,183.072438,316.394057,257.692277,242.767312,257.693111,437.776359,207.115315,258.696034,225.860317,135.334938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
"429",30,4,3,10000,183.071464,316.394033,257.692261,242.767309,257.692257,437.776358,201.975425,258.687561,225.854472,135.313835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"conf_10"
